,No. of Mths  Year Ending,variable,value,name
0,Interest income,12  Mar-15*,91770.0,SHTRA
1,Other income,12  Mar-15*,26.0,SHTRA
2,Interest expense,12  Mar-15*,46747.0,SHTRA
3,Net interest income,12  Mar-15*,45024.0,SHTRA
4,Operating expense,12  Mar-15*,10940.0,SHTRA
5,Gross profit,12  Mar-15*,34084.0,SHTRA
6,Gross profit margin,12  Mar-15*,37.1,SHTRA
7,Provisions/contingencies,12  Mar-15*,16554.0,SHTRA
8,Profit before tax,12  Mar-15*,16496.0,SHTRA
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,SHTRA
10,Minority Interest,12  Mar-15*,0.0,SHTRA
11,Prior Period Items,12  Mar-15*,0.0,SHTRA
12,Tax,12  Mar-15*,6211.0,SHTRA
13,Profit after tax,12  Mar-15*,10285.0,SHTRA
14,Net profit margin,12  Mar-15*,11.2,SHTRA
15,Advances,12  Mar-15*,537846,SHTRA
16,Deposits,12  Mar-15*,0,SHTRA
17,Credit/Deposit ratio,12  Mar-15*,NM,SHTRA
18,Yield on advances,12  Mar-15*,14.4,SHTRA
19,Cost of deposits,12  Mar-15*,N.A.,SHTRA
20,Net Interest Margin,12  Mar-15*,7.9,SHTRA
21,Net fixed assets,12  Mar-15*,1543,SHTRA
22,Share capital,12  Mar-15*,2269,SHTRA
23,Free reserves,12  Mar-15*,65342,SHTRA
24,Net worth,12  Mar-15*,92658,SHTRA
25,Borrowings,12  Mar-15*,328556,SHTRA
26,Investments,12  Mar-15*,30372,SHTRA
27,Total assets,12  Mar-15*,621536,SHTRA
28,Debt/equity ratio,12  Mar-15*,3.5,SHTRA
29,Return on assets,12  Mar-15*,1.7,SHTRA
30,Return on equity,12  Mar-15*,11.1,SHTRA
31,Capital adequacy ratio,12  Mar-15*,20.5,SHTRA
32,Net NPAs,12  Mar-15*,0.8,SHTRA
33,From Operations,12  Mar-15*,-96109,SHTRA
34,From Investments,12  Mar-15*,-446,SHTRA
35,From Financial Activity,12  Mar-15*,78364,SHTRA
36,Net Cashflow,12  Mar-15*,-18191,SHTRA
37,Interest income,12  Mar-16*,103586.0,SHTRA
38,Other income,12  Mar-16*,34.0,SHTRA
39,Interest expense,12  Mar-16*,50579.0,SHTRA
40,Net interest income,12  Mar-16*,53007.0,SHTRA
41,Operating expense,12  Mar-16*,13703.0,SHTRA
42,Gross profit,12  Mar-16*,39303.0,SHTRA
43,Gross profit margin,12  Mar-16*,37.9,SHTRA
44,Provisions/contingencies,12  Mar-16*,21444.0,SHTRA
45,Profit before tax,12  Mar-16*,17893.0,SHTRA
46,Extraordinary Inc (Exp),12  Mar-16*,0.0,SHTRA
47,Minority Interest,12  Mar-16*,0.0,SHTRA
48,Prior Period Items,12  Mar-16*,0.0,SHTRA
49,Tax,12  Mar-16*,6057.0,SHTRA
50,Profit after tax,12  Mar-16*,11836.0,SHTRA
51,Net profit margin,12  Mar-16*,11.4,SHTRA
52,Advances,12  Mar-16*,637728,SHTRA
53,Deposits,12  Mar-16*,0,SHTRA
