,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,5713.0,NDTV
1,Other income,12  Mar-15*,149.0,NDTV
2,Total revenues,12  Mar-15*,5862.0,NDTV
3,Gross profit,12  Mar-15*,181.0,NDTV
4,Depreciation,12  Mar-15*,247.0,NDTV
5,Interest,12  Mar-15*,215.0,NDTV
6,Profit before tax,12  Mar-15*,-132.0,NDTV
7,Minority Interest,12  Mar-15*,3.0,NDTV
8,Prior Period Items,12  Mar-15*,17.0,NDTV
9,Extraordinary Inc (Exp),12  Mar-15*,-78.0,NDTV
10,Tax,12  Mar-15*,250.0,NDTV
11,Profit after tax,12  Mar-15*,-440.0,NDTV
12,Gross profit margin,12  Mar-15*,3.2,NDTV
13,Effective tax rate,12  Mar-15*,-189.4,NDTV
14,Net profit margin,12  Mar-15*,-7.7,NDTV
15,Current assets,12  Mar-15*,4336.0,NDTV
16,Current liabilities,12  Mar-15*,2880.0,NDTV
17,Net working cap to sales,12  Mar-15*,25.5,NDTV
18,Current ratio,12  Mar-15*,1.5,NDTV
19,Inventory Days,12  Mar-15*,7.0,NDTV
20,Debtors Days,12  Mar-15*,118.0,NDTV
21,Net fixed assets,12  Mar-15*,986.0,NDTV
22,Share capital,12  Mar-15*,258.0,NDTV
23,"""Free"" reserves",12  Mar-15*,314.0,NDTV
24,Net worth,12  Mar-15*,741.0,NDTV
25,Long term debt,12  Mar-15*,397.0,NDTV
26,Total assets,12  Mar-15*,5864.0,NDTV
27,Interest coverage,12  Mar-15*,0.4,NDTV
28,Debt to equity ratio,12  Mar-15*,0.5,NDTV
29,Sales to assets ratio,12  Mar-15*,1.0,NDTV
30,Return on assets,12  Mar-15*,-3.8,NDTV
31,Return on equity,12  Mar-15*,-59.4,NDTV
32,Return on capital,12  Mar-15*,2.2,NDTV
33,Exports to sales,12  Mar-15*,0.0,NDTV
34,Imports to sales,12  Mar-15*,0.5,NDTV
35,Exports (fob),12  Mar-15*,0.0,NDTV
36,Imports (cif),12  Mar-15*,31.0,NDTV
37,Fx inflow,12  Mar-15*,232.0,NDTV
38,Fx outflow,12  Mar-15*,210.0,NDTV
39,Net fx,12  Mar-15*,22.0,NDTV
