,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,16885.0,RTME
1,Other income,12  Mar-15*,255.0,RTME
2,Total revenues,12  Mar-15*,17140.0,RTME
3,Gross profit,12  Mar-15*,3004.0,RTME
4,Depreciation,12  Mar-15*,544.0,RTME
5,Interest,12  Mar-15*,94.0,RTME
6,Profit before tax,12  Mar-15*,2621.0,RTME
7,Minority Interest,12  Mar-15*,0.0,RTME
8,Prior Period Items,12  Mar-15*,0.0,RTME
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,RTME
10,Tax,12  Mar-15*,887.0,RTME
11,Profit after tax,12  Mar-15*,1735.0,RTME
12,Gross profit margin,12  Mar-15*,17.8,RTME
13,Effective tax rate,12  Mar-15*,33.8,RTME
14,Net profit margin,12  Mar-15*,10.3,RTME
15,Current assets,12  Mar-15*,7355.0,RTME
16,Current liabilities,12  Mar-15*,2615.0,RTME
17,Net working cap to sales,12  Mar-15*,28.1,RTME
18,Current ratio,12  Mar-15*,2.8,RTME
19,Inventory Days,12  Mar-15*,74.0,RTME
20,Debtors Days,12  Mar-15*,48.0,RTME
21,Net fixed assets,12  Mar-15*,4666.0,RTME
22,Share capital,12  Mar-15*,94.0,RTME
23,"""Free"" reserves",12  Mar-15*,7471.0,RTME
24,Net worth,12  Mar-15*,9094.0,RTME
25,Long term debt,12  Mar-15*,84.0,RTME
26,Total assets,12  Mar-15*,12270.0,RTME
27,Interest coverage,12  Mar-15*,29.0,RTME
28,Debt to equity ratio,12  Mar-15*,0.0,RTME
29,Sales to assets ratio,12  Mar-15*,1.4,RTME
30,Return on assets,12  Mar-15*,14.9,RTME
31,Return on equity,12  Mar-15*,19.1,RTME
32,Return on capital,12  Mar-15*,29.6,RTME
33,Exports to sales,12  Mar-15*,21.4,RTME
34,Imports to sales,12  Mar-15*,26.8,RTME
35,Exports (fob),12  Mar-15*,3612.0,RTME
36,Imports (cif),12  Mar-15*,4525.0,RTME
37,Fx inflow,12  Mar-15*,3612.0,RTME
38,Fx outflow,12  Mar-15*,4605.0,RTME
39,Net fx,12  Mar-15*,-993.0,RTME
40,From Operations,12  Mar-15*,1485.0,RTME
41,From Investments,12  Mar-15*,-510.0,RTME
42,From Financial Activity,12  Mar-15*,-738.0,RTME
43,Net Cashflow,12  Mar-15*,226.0,RTME
44,Net Sales,12  Mar-16*,17194.0,RTME
45,Other income,12  Mar-16*,168.0,RTME
46,Total revenues,12  Mar-16*,17362.0,RTME
47,Gross profit,12  Mar-16*,2848.0,RTME
48,Depreciation,12  Mar-16*,568.0,RTME
49,Interest,12  Mar-16*,75.0,RTME
50,Profit before tax,12  Mar-16*,2373.0,RTME
51,Minority Interest,12  Mar-16*,0.0,RTME
52,Prior Period Items,12  Mar-16*,0.0,RTME
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,RTME
54,Tax,12  Mar-16*,745.0,RTME
55,Profit after tax,12  Mar-16*,1628.0,RTME
56,Gross profit margin,12  Mar-16*,16.6,RTME
57,Effective tax rate,12  Mar-16*,31.4,RTME
58,Net profit margin,12  Mar-16*,9.5,RTME
59,Current assets,12  Mar-16*,7987.0,RTME
60,Current liabilities,12  Mar-16*,2114.0,RTME
61,Net working cap to sales,12  Mar-16*,34.2,RTME
62,Current ratio,12  Mar-16*,3.8,RTME
63,Inventory Days,12  Mar-16*,63.0,RTME
64,Debtors Days,12  Mar-16*,80.0,RTME
65,Net fixed assets,12  Mar-16*,4937.0,RTME
