,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,1478.0,ROCH
1,Other income,12  Mar-15*,33.0,ROCH
2,Total revenues,12  Mar-15*,1511.0,ROCH
3,Gross profit,12  Mar-15*,191.0,ROCH
4,Depreciation,12  Mar-15*,146.0,ROCH
5,Interest,12  Mar-15*,156.0,ROCH
6,Profit before tax,12  Mar-15*,-78.0,ROCH
7,Minority Interest,12  Mar-15*,29.0,ROCH
8,Prior Period Items,12  Mar-15*,0.0,ROCH
9,Extraordinary Inc (Exp),12  Mar-15*,20.0,ROCH
10,Tax,12  Mar-15*,10.0,ROCH
11,Profit after tax,12  Mar-15*,-39.0,ROCH
12,Gross profit margin,12  Mar-15*,12.9,ROCH
13,Effective tax rate,12  Mar-15*,-12.8,ROCH
14,Net profit margin,12  Mar-15*,-2.6,ROCH
15,Current assets,12  Mar-15*,390.0,ROCH
16,Current liabilities,12  Mar-15*,786.0,ROCH
17,Net working cap to sales,12  Mar-15*,-26.8,ROCH
18,Current ratio,12  Mar-15*,0.5,ROCH
19,Inventory Days,12  Mar-15*,5.0,ROCH
20,Debtors Days,12  Mar-15*,38.0,ROCH
21,Net fixed assets,12  Mar-15*,2502.0,ROCH
22,Share capital,12  Mar-15*,272.0,ROCH
23,"""Free"" reserves",12  Mar-15*,1367.0,ROCH
24,Net worth,12  Mar-15*,1627.0,ROCH
25,Long term debt,12  Mar-15*,649.0,ROCH
26,Total assets,12  Mar-15*,3456.0,ROCH
27,Interest coverage,12  Mar-15*,0.5,ROCH
28,Debt to equity ratio,12  Mar-15*,0.4,ROCH
29,Sales to assets ratio,12  Mar-15*,0.4,ROCH
30,Return on assets,12  Mar-15*,3.4,ROCH
31,Return on equity,12  Mar-15*,-2.4,ROCH
32,Return on capital,12  Mar-15*,5.6,ROCH
33,Exports to sales,12  Mar-15*,0.0,ROCH
34,Imports to sales,12  Mar-15*,0.1,ROCH
35,Exports (fob),12  Mar-15*,0.0,ROCH
36,Imports (cif),12  Mar-15*,2.0,ROCH
37,Fx inflow,12  Mar-15*,123.0,ROCH
38,Fx outflow,12  Mar-15*,7.0,ROCH
39,Net fx,12  Mar-15*,116.0,ROCH
40,From Operations,12  Mar-15*,261.0,ROCH
41,From Investments,12  Mar-15*,-35.0,ROCH
42,From Financial Activity,12  Mar-15*,-456.0,ROCH
43,Net Cashflow,12  Mar-15*,-231.0,ROCH
44,Net Sales,12  Mar-16*,1585.0,ROCH
45,Other income,12  Mar-16*,44.0,ROCH
46,Total revenues,12  Mar-16*,1629.0,ROCH
47,Gross profit,12  Mar-16*,203.0,ROCH
48,Depreciation,12  Mar-16*,139.0,ROCH
49,Interest,12  Mar-16*,149.0,ROCH
50,Profit before tax,12  Mar-16*,-41.0,ROCH
51,Minority Interest,12  Mar-16*,23.0,ROCH
52,Prior Period Items,12  Mar-16*,0.0,ROCH
53,Extraordinary Inc (Exp),12  Mar-16*,13.0,ROCH
54,Tax,12  Mar-16*,8.0,ROCH
55,Profit after tax,12  Mar-16*,-13.0,ROCH
56,Gross profit margin,12  Mar-16*,12.8,ROCH
57,Effective tax rate,12  Mar-16*,-20.4,ROCH
58,Net profit margin,12  Mar-16*,-0.8,ROCH
59,Current assets,12  Mar-16*,402.0,ROCH
60,Current liabilities,12  Mar-16*,1037.0,ROCH
61,Net working cap to sales,12  Mar-16*,-40.1,ROCH
62,Current ratio,12  Mar-16*,0.4,ROCH
63,Inventory Days,12  Mar-16*,5.0,ROCH
64,Debtors Days,12  Mar-16*,35.0,ROCH
65,Net fixed assets,12  Mar-16*,2424.0,ROCH
66,Share capital,12  Mar-16*,272.0,ROCH
67,"""Free"" reserves",12  Mar-16*,1326.0,ROCH
68,Net worth,12  Mar-16*,1598.0,ROCH
69,Long term debt,12  Mar-16*,687.0,ROCH
70,Total assets,12  Mar-16*,4006.0,ROCH
71,Interest coverage,12  Mar-16*,0.7,ROCH
72,Debt to equity ratio,12  Mar-16*,0.4,ROCH
73,Sales to assets ratio,12  Mar-16*,0.4,ROCH
74,Return on assets,12  Mar-16*,3.4,ROCH
75,Return on equity,12  Mar-16*,-0.8,ROCH
76,Return on capital,12  Mar-16*,6.3,ROCH
77,Exports to sales,12  Mar-16*,0.0,ROCH
78,Imports to sales,12  Mar-16*,0.2,ROCH
79,Exports (fob),12  Mar-16*,0.0,ROCH
80,Imports (cif),12  Mar-16*,3.0,ROCH
