,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,14485.0,PHNXM
1,Other income,12  Mar-14*,391.0,PHNXM
2,Total revenues,12  Mar-14*,14876.0,PHNXM
3,Gross profit,12  Mar-14*,6784.0,PHNXM
4,Depreciation,12  Mar-14*,1055.0,PHNXM
5,Interest,12  Mar-14*,3451.0,PHNXM
6,Profit before tax,12  Mar-14*,2669.0,PHNXM
7,Minority Interest,12  Mar-14*,-531.0,PHNXM
8,Prior Period Items,12  Mar-14*,-29.0,PHNXM
9,Extraordinary Inc (Exp),12  Mar-14*,84.0,PHNXM
10,Tax,12  Mar-14*,909.0,PHNXM
11,Profit after tax,12  Mar-14*,1285.0,PHNXM
12,Gross profit margin,12  Mar-14*,46.8,PHNXM
13,Effective tax rate,12  Mar-14*,34.1,PHNXM
14,Net profit margin,12  Mar-14*,8.9,PHNXM
15,Current assets,12  Mar-14*,17161.0,PHNXM
16,Current liabilities,12  Mar-14*,11928.0,PHNXM
17,Net working cap to sales,12  Mar-14*,36.1,PHNXM
18,Current ratio,12  Mar-14*,1.4,PHNXM
19,Inventory Days,12  Mar-14*,288.0,PHNXM
20,Debtors Days,12  Mar-14*,50.0,PHNXM
21,Net fixed assets,12  Mar-14*,44047.0,PHNXM
22,Share capital,12  Mar-14*,290.0,PHNXM
23,"""Free"" reserves",12  Mar-14*,15142.0,PHNXM
24,Net worth,12  Mar-14*,17237.0,PHNXM
25,Long term debt,12  Mar-14*,28329.0,PHNXM
26,Total assets,12  Mar-14*,67585.0,PHNXM
27,Interest coverage,12  Mar-14*,1.8,PHNXM
28,Debt to equity ratio,12  Mar-14*,1.6,PHNXM
29,Sales to assets ratio,12  Mar-14*,0.2,PHNXM
30,Return on assets,12  Mar-14*,7.0,PHNXM
31,Return on equity,12  Mar-14*,7.5,PHNXM
32,Return on capital,12  Mar-14*,12.4,PHNXM
33,Exports to sales,12  Mar-14*,0.0,PHNXM
34,Imports to sales,12  Mar-14*,0.0,PHNXM
35,Exports (fob),12  Mar-14*,0.0,PHNXM
36,Imports (cif),12  Mar-14*,0.0,PHNXM
37,Fx inflow,12  Mar-14*,2.0,PHNXM
38,Fx outflow,12  Mar-14*,7.0,PHNXM
39,Net fx,12  Mar-14*,-6.0,PHNXM
40,From Operations,12  Mar-14*,3776.0,PHNXM
41,From Investments,12  Mar-14*,-12629.0,PHNXM
42,From Financial Activity,12  Mar-14*,8855.0,PHNXM
43,Net Cashflow,12  Mar-14*,3.0,PHNXM
44,Net Sales,12  Mar-15*,16533.0,PHNXM
45,Other income,12  Mar-15*,312.0,PHNXM
