,No. of Mths  Year Ending,variable,value,name
0,Net Sales,18  Mar-16*,205422.0,MRF
1,Other income,18  Mar-16*,1868.0,MRF
2,Total revenues,18  Mar-16*,207290.0,MRF
3,Gross profit,18  Mar-16*,43569.0,MRF
4,Depreciation,18  Mar-16*,7371.0,MRF
5,Interest,18  Mar-16*,3436.0,MRF
6,Profit before tax,18  Mar-16*,34630.0,MRF
7,Minority Interest,18  Mar-16*,0.0,MRF
8,Prior Period Items,18  Mar-16*,0.0,MRF
9,Extraordinary Inc (Exp),18  Mar-16*,0.0,MRF
10,Tax,18  Mar-16*,10970.0,MRF
11,Profit after tax,18  Mar-16*,23660.0,MRF
12,Gross profit margin,18  Mar-16*,21.2,MRF
13,Effective tax rate,18  Mar-16*,31.7,MRF
14,Net profit margin,18  Mar-16*,11.5,MRF
15,Current assets,18  Mar-16*,60567.0,MRF
16,Current liabilities,18  Mar-16*,28947.0,MRF
17,Net working cap to sales,18  Mar-16*,15.4,MRF
18,Current ratio,18  Mar-16*,2.1,MRF
19,Inventory Days,18  Mar-16*,34.0,MRF
20,Debtors Days,18  Mar-16*,33.0,MRF
21,Net fixed assets,18  Mar-16*,56676.0,MRF
22,Share capital,18  Mar-16*,42.0,MRF
23,"""Free"" reserves",18  Mar-16*,67763.0,MRF
24,Net worth,18  Mar-16*,68558.0,MRF
25,Long term debt,18  Mar-16*,14851.0,MRF
26,Total assets,18  Mar-16*,128910.0,MRF
27,Interest coverage,18  Mar-16*,11.1,MRF
28,Debt to equity ratio,18  Mar-16*,0.2,MRF
29,Sales to assets ratio,18  Mar-16*,1.6,MRF
30,Return on assets,18  Mar-16*,21.0,MRF
31,Return on equity,18  Mar-16*,34.5,MRF
32,Return on capital,18  Mar-16*,45.6,MRF
33,Exports to sales,18  Mar-16*,8.1,MRF
34,Imports to sales,18  Mar-16*,22.5,MRF
35,Exports (fob),18  Mar-16*,16665.0,MRF
36,Imports (cif),18  Mar-16*,46274.0,MRF
37,Fx inflow,18  Mar-16*,16902.0,MRF
38,Fx outflow,18  Mar-16*,47104.0,MRF
39,Net fx,18  Mar-16*,-30202.0,MRF
40,From Operations,18  Mar-16*,30424.0,MRF
41,From Investments,18  Mar-16*,-34135.0,MRF
42,From Financial Activity,18  Mar-16*,2154.0,MRF
43,Net Cashflow,18  Mar-16*,-1557.0,MRF
44,Net Sales,12  Mar-16*,201802.0,MRF
45,Other income,12  Mar-16*,3236.0,MRF
46,Total revenues,12  Mar-16*,205038.0,MRF
47,Gross profit,12  Mar-16*,44220.0,MRF
48,Depreciation,12  Mar-16*,7371.0,MRF
49,Interest,12  Mar-16*,3526.0,MRF
50,Profit before tax,12  Mar-16*,36559.0,MRF
51,Minority Interest,12  Mar-16*,0.0,MRF
52,Prior Period Items,12  Mar-16*,0.0,MRF
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,MRF
54,Tax,12  Mar-16*,11465.0,MRF
55,Profit after tax,12  Mar-16*,25094.0,MRF
56,Gross profit margin,12  Mar-16*,21.9,MRF
57,Effective tax rate,12  Mar-16*,31.4,MRF
58,Net profit margin,12  Mar-16*,12.4,MRF
59,Current assets,12  Mar-16*,63190.0,MRF
60,Current liabilities,12  Mar-16*,40288.0,MRF
61,Net working cap to sales,12  Mar-16*,11.3,MRF
62,Current ratio,12  Mar-16*,1.6,MRF
63,Inventory Days,12  Mar-16*,34.0,MRF
64,Debtors Days,12  Mar-16*,33.0,MRF
65,Net fixed assets,12  Mar-16*,56676.0,MRF
66,Share capital,12  Mar-16*,42.0,MRF
67,"""Free"" reserves",12  Mar-16*,72201.0,MRF
68,Net worth,12  Mar-16*,72243.0,MRF
69,Long term debt,12  Mar-16*,14865.0,MRF
70,Total assets,12  Mar-16*,132538.0,MRF
71,Interest coverage,12  Mar-16*,11.4,MRF
72,Debt to equity ratio,12  Mar-16*,0.2,MRF
73,Sales to assets ratio,12  Mar-16*,1.5,MRF
74,Return on assets,12  Mar-16*,21.6,MRF
75,Return on equity,12  Mar-16*,34.7,MRF
76,Return on capital,12  Mar-16*,46.0,MRF
77,Exports to sales,12  Mar-16*,8.3,MRF
78,Imports to sales,12  Mar-16*,22.9,MRF
