,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,11092.0,ANSAL
1,Other income,12  Mar-15*,8.0,ANSAL
2,Total revenues,12  Mar-15*,11100.0,ANSAL
3,Gross profit,12  Mar-15*,901.0,ANSAL
4,Depreciation,12  Mar-15*,129.0,ANSAL
5,Interest,12  Mar-15*,425.0,ANSAL
6,Profit before tax,12  Mar-15*,356.0,ANSAL
7,Minority Interest,12  Mar-15*,1.0,ANSAL
8,Prior Period Items,12  Mar-15*,0.0,ANSAL
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,ANSAL
10,Tax,12  Mar-15*,152.0,ANSAL
11,Profit after tax,12  Mar-15*,205.0,ANSAL
12,Gross profit margin,12  Mar-15*,8.1,ANSAL
13,Effective tax rate,12  Mar-15*,42.8,ANSAL
14,Net profit margin,12  Mar-15*,1.8,ANSAL
15,Current assets,12  Mar-15*,61709.0,ANSAL
16,Current liabilities,12  Mar-15*,43455.0,ANSAL
17,Net working cap to sales,12  Mar-15*,164.6,ANSAL
18,Current ratio,12  Mar-15*,1.4,ANSAL
19,Inventory Days,12  Mar-15*,1364.0,ANSAL
20,Debtors Days,12  Mar-15*,237.0,ANSAL
21,Net fixed assets,12  Mar-15*,5195.0,ANSAL
22,Share capital,12  Mar-15*,787.0,ANSAL
23,"""Free"" reserves",12  Mar-15*,15310.0,ANSAL
24,Net worth,12  Mar-15*,16224.0,ANSAL
25,Long term debt,12  Mar-15*,11585.0,ANSAL
26,Total assets,12  Mar-15*,74188.0,ANSAL
27,Interest coverage,12  Mar-15*,1.8,ANSAL
28,Debt to equity ratio,12  Mar-15*,0.7,ANSAL
29,Sales to assets ratio,12  Mar-15*,0.1,ANSAL
30,Return on assets,12  Mar-15*,0.8,ANSAL
31,Return on equity,12  Mar-15*,1.3,ANSAL
32,Return on capital,12  Mar-15*,2.8,ANSAL
33,Exports to sales,12  Mar-15*,0.0,ANSAL
34,Imports to sales,12  Mar-15*,0.0,ANSAL
35,Exports (fob),12  Mar-15*,0.0,ANSAL
36,Imports (cif),12  Mar-15*,0.0,ANSAL
37,Fx inflow,12  Mar-15*,3.0,ANSAL
38,Fx outflow,12  Mar-15*,11.0,ANSAL
39,Net fx,12  Mar-15*,-8.0,ANSAL
40,From Operations,12  Mar-15*,21.0,ANSAL
41,From Investments,12  Mar-15*,-859.0,ANSAL
42,From Financial Activity,12  Mar-15*,910.0,ANSAL
43,Net Cashflow,12  Mar-15*,73.0,ANSAL
44,Net Sales,12  Mar-16*,7942.0,ANSAL
45,Other income,12  Mar-16*,218.0,ANSAL
46,Total revenues,12  Mar-16*,8160.0,ANSAL
47,Gross profit,12  Mar-16*,784.0,ANSAL
48,Depreciation,12  Mar-16*,157.0,ANSAL
49,Interest,12  Mar-16*,626.0,ANSAL
50,Profit before tax,12  Mar-16*,219.0,ANSAL
51,Minority Interest,12  Mar-16*,-40.0,ANSAL
52,Prior Period Items,12  Mar-16*,0.0,ANSAL
53,Extraordinary Inc (Exp),12  Mar-16*,-153.0,ANSAL
54,Tax,12  Mar-16*,63.0,ANSAL
55,Profit after tax,12  Mar-16*,-38.0,ANSAL
56,Gross profit margin,12  Mar-16*,9.9,ANSAL
57,Effective tax rate,12  Mar-16*,28.8,ANSAL
58,Net profit margin,12  Mar-16*,-0.5,ANSAL
59,Current assets,12  Mar-16*,56602.0,ANSAL
60,Current liabilities,12  Mar-16*,42252.0,ANSAL
61,Net working cap to sales,12  Mar-16*,180.7,ANSAL
62,Current ratio,12  Mar-16*,1.3,ANSAL
63,Inventory Days,12  Mar-16*,1696.0,ANSAL
64,Debtors Days,12  Mar-16*,309.0,ANSAL
65,Net fixed assets,12  Mar-16*,7434.0,ANSAL
66,Share capital,12  Mar-16*,787.0,ANSAL
67,"""Free"" reserves",12  Mar-16*,15264.0,ANSAL
68,Net worth,12  Mar-16*,16051.0,ANSAL
69,Long term debt,12  Mar-16*,8576.0,ANSAL
70,Total assets,12  Mar-16*,69989.0,ANSAL
71,Interest coverage,12  Mar-16*,1.4,ANSAL
72,Debt to equity ratio,12  Mar-16*,0.5,ANSAL
73,Sales to assets ratio,12  Mar-16*,0.1,ANSAL
