,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,652.0,CPIL
1,Other income,12  Mar-14*,128.0,CPIL
2,Total revenues,12  Mar-14*,780.0,CPIL
3,Gross profit,12  Mar-14*,97.0,CPIL
4,Depreciation,12  Mar-14*,52.0,CPIL
5,Interest,12  Mar-14*,51.0,CPIL
6,Profit before tax,12  Mar-14*,122.0,CPIL
7,Minority Interest,12  Mar-14*,3.0,CPIL
8,Prior Period Items,12  Mar-14*,0.0,CPIL
9,Extraordinary Inc (Exp),12  Mar-14*,0.0,CPIL
10,Tax,12  Mar-14*,28.0,CPIL
11,Profit after tax,12  Mar-14*,98.0,CPIL
12,Gross profit margin,12  Mar-14*,14.8,CPIL
13,Effective tax rate,12  Mar-14*,23.0,CPIL
14,Net profit margin,12  Mar-14*,15.0,CPIL
15,Current assets,12  Mar-14*,952.0,CPIL
16,Current liabilities,12  Mar-14*,576.0,CPIL
17,Net working cap to sales,12  Mar-14*,57.7,CPIL
18,Current ratio,12  Mar-14*,1.7,CPIL
19,Inventory Days,12  Mar-14*,17.0,CPIL
20,Debtors Days,12  Mar-14*,84.0,CPIL
21,Net fixed assets,12  Mar-14*,2299.0,CPIL
22,Share capital,12  Mar-14*,181.0,CPIL
23,"""Free"" reserves",12  Mar-14*,3717.0,CPIL
24,Net worth,12  Mar-14*,3353.0,CPIL
25,Long term debt,12  Mar-14*,0.0,CPIL
26,Total assets,12  Mar-14*,3969.0,CPIL
27,Interest coverage,12  Mar-14*,3.4,CPIL
28,Debt to equity ratio,12  Mar-14*,0.0,CPIL
29,Sales to assets ratio,12  Mar-14*,0.2,CPIL
30,Return on assets,12  Mar-14*,3.7,CPIL
31,Return on equity,12  Mar-14*,2.9,CPIL
32,Return on capital,12  Mar-14*,5.3,CPIL
33,Exports to sales,12  Mar-14*,0.0,CPIL
34,Imports to sales,12  Mar-14*,0.0,CPIL
35,Exports (fob),12  Mar-14*,0.0,CPIL
36,Imports (cif),12  Mar-14*,0.0,CPIL
37,Fx inflow,12  Mar-14*,0.0,CPIL
38,Fx outflow,12  Mar-14*,0.0,CPIL
39,Net fx,12  Mar-14*,0.0,CPIL
40,From Operations,12  Mar-14*,-146.0,CPIL
41,From Investments,12  Mar-14*,287.0,CPIL
42,From Financial Activity,12  Mar-14*,-147.0,CPIL
43,Net Cashflow,12  Mar-14*,-6.0,CPIL
44,Net Sales,12  Mar-15*,779.0,CPIL
45,Other income,12  Mar-15*,112.0,CPIL
46,Total revenues,12  Mar-15*,890.0,CPIL
47,Gross profit,12  Mar-15*,98.0,CPIL
48,Depreciation,12  Mar-15*,54.0,CPIL
49,Interest,12  Mar-15*,50.0,CPIL
50,Profit before tax,12  Mar-15*,107.0,CPIL
51,Minority Interest,12  Mar-15*,6.0,CPIL
52,Prior Period Items,12  Mar-15*,0.0,CPIL
53,Extraordinary Inc (Exp),12  Mar-15*,-62.0,CPIL
54,Tax,12  Mar-15*,-8.0,CPIL
55,Profit after tax,12  Mar-15*,58.0,CPIL
56,Gross profit margin,12  Mar-15*,12.6,CPIL
57,Effective tax rate,12  Mar-15*,-7.7,CPIL
58,Net profit margin,12  Mar-15*,7.5,CPIL
59,Current assets,12  Mar-15*,1204.0,CPIL
60,Current liabilities,12  Mar-15*,589.0,CPIL
