,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,13463.0,RAUT
1,Other income,12  Mar-15*,324.0,RAUT
2,Total revenues,12  Mar-15*,13787.0,RAUT
3,Gross profit,12  Mar-15*,-3209.0,RAUT
4,Depreciation,12  Mar-15*,846.0,RAUT
5,Interest,12  Mar-15*,528.0,RAUT
6,Profit before tax,12  Mar-15*,-4259.0,RAUT
7,Minority Interest,12  Mar-15*,-2.0,RAUT
8,Prior Period Items,12  Mar-15*,0.0,RAUT
9,Extraordinary Inc (Exp),12  Mar-15*,1945.0,RAUT
10,Tax,12  Mar-15*,-478.0,RAUT
11,Profit after tax,12  Mar-15*,-1838.0,RAUT
12,Gross profit margin,12  Mar-15*,-23.8,RAUT
13,Effective tax rate,12  Mar-15*,11.2,RAUT
14,Net profit margin,12  Mar-15*,-13.6,RAUT
15,Current assets,12  Mar-15*,3783.0,RAUT
16,Current liabilities,12  Mar-15*,3118.0,RAUT
17,Net working cap to sales,12  Mar-15*,4.9,RAUT
18,Current ratio,12  Mar-15*,1.2,RAUT
19,Inventory Days,12  Mar-15*,29.0,RAUT
20,Debtors Days,12  Mar-15*,40.0,RAUT
21,Net fixed assets,12  Mar-15*,4332.0,RAUT
22,Share capital,12  Mar-15*,135.0,RAUT
23,"""Free"" reserves",12  Mar-15*,4375.0,RAUT
24,Net worth,12  Mar-15*,4510.0,RAUT
25,Long term debt,12  Mar-15*,877.0,RAUT
26,Total assets,12  Mar-15*,8784.0,RAUT
27,Interest coverage,12  Mar-15*,-7.1,RAUT
28,Debt to equity ratio,12  Mar-15*,0.2,RAUT
29,Sales to assets ratio,12  Mar-15*,1.5,RAUT
30,Return on assets,12  Mar-15*,-14.9,RAUT
31,Return on equity,12  Mar-15*,-40.7,RAUT
32,Return on capital,12  Mar-15*,-33.2,RAUT
33,Exports to sales,12  Mar-15*,13.0,RAUT
34,Imports to sales,12  Mar-15*,1.8,RAUT
35,Exports (fob),12  Mar-15*,1747.0,RAUT
36,Imports (cif),12  Mar-15*,247.0,RAUT
37,Fx inflow,12  Mar-15*,1844.0,RAUT
38,Fx outflow,12  Mar-15*,282.0,RAUT
39,Net fx,12  Mar-15*,1561.0,RAUT
40,From Operations,12  Mar-15*,-206.0,RAUT
41,From Investments,12  Mar-15*,2459.0,RAUT
42,From Financial Activity,12  Mar-15*,-2313.0,RAUT
43,Net Cashflow,12  Mar-15*,-61.0,RAUT
44,Net Sales,12  Mar-16*,10070.0,RAUT
45,Other income,12  Mar-16*,142.0,RAUT
46,Total revenues,12  Mar-16*,10212.0,RAUT
47,Gross profit,12  Mar-16*,1100.0,RAUT
48,Depreciation,12  Mar-16*,467.0,RAUT
49,Interest,12  Mar-16*,203.0,RAUT
50,Profit before tax,12  Mar-16*,572.0,RAUT
51,Minority Interest,12  Mar-16*,0.0,RAUT
52,Prior Period Items,12  Mar-16*,0.0,RAUT
53,Extraordinary Inc (Exp),12  Mar-16*,-46.0,RAUT
54,Tax,12  Mar-16*,229.0,RAUT
55,Profit after tax,12  Mar-16*,297.0,RAUT
56,Gross profit margin,12  Mar-16*,10.9,RAUT
57,Effective tax rate,12  Mar-16*,40.1,RAUT
58,Net profit margin,12  Mar-16*,2.9,RAUT
