,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15,12266.0,KYST
1,Other income,12  Mar-15,27.0,KYST
2,Total revenues,12  Mar-15,12293.0,KYST
3,Gross profit,12  Mar-15,1671.0,KYST
4,Depreciation,12  Mar-15,310.0,KYST
5,Interest,12  Mar-15,148.0,KYST
6,Profit before tax,12  Mar-15,1240.0,KYST
7,Minority Interest,12  Mar-15,0.0,KYST
8,Prior Period Items,12  Mar-15,0.0,KYST
9,Extraordinary Inc (Exp),12  Mar-15,0.0,KYST
10,Tax,12  Mar-15,407.0,KYST
11,Profit after tax,12  Mar-15,833.0,KYST
12,Gross profit margin,12  Mar-15,13.6,KYST
13,Effective tax rate,12  Mar-15,32.8,KYST
14,Net profit margin,12  Mar-15,6.8,KYST
15,Current assets,12  Mar-15,5418.0,KYST
16,Current liabilities,12  Mar-15,3067.0,KYST
17,Net working cap to sales,12  Mar-15,19.2,KYST
18,Current ratio,12  Mar-15,1.8,KYST
19,Inventory Days,12  Mar-15,46.0,KYST
20,Debtors Days,12  Mar-15,97.0,KYST
21,Net fixed assets,12  Mar-15,4559.0,KYST
22,Share capital,12  Mar-15,219.0,KYST
23,"""Free"" reserves",12  Mar-15,4541.0,KYST
24,Net worth,12  Mar-15,4759.0,KYST
25,Long term debt,12  Mar-15,1571.0,KYST
26,Total assets,12  Mar-15,10842.0,KYST
27,Interest coverage,12  Mar-15,9.4,KYST
28,Debt to equity ratio,12  Mar-15,0.3,KYST
29,Sales to assets ratio,12  Mar-15,1.1,KYST
30,Return on assets,12  Mar-15,9.0,KYST
31,Return on equity,12  Mar-15,17.5,KYST
32,Return on capital,12  Mar-15,21.9,KYST
33,Exports to sales,12  Mar-15,2.7,KYST
34,Imports to sales,12  Mar-15,22.0,KYST
35,Exports (fob),12  Mar-15,332.0,KYST
36,Imports (cif),12  Mar-15,2697.0,KYST
37,Fx inflow,12  Mar-15,332.0,KYST
38,Fx outflow,12  Mar-15,2768.0,KYST
39,Net fx,12  Mar-15,-2436.0,KYST
40,From Operations,12  Mar-15,1142.0,KYST
41,From Investments,12  Mar-15,-1069.0,KYST
42,From Financial Activity,12  Mar-15,-192.0,KYST
43,Net Cashflow,12  Mar-15,-119.0,KYST
44,Net Sales,12  Mar-16*,11792.0,KYST
45,Other income,12  Mar-16*,27.0,KYST
46,Total revenues,12  Mar-16*,11818.0,KYST
47,Gross profit,12  Mar-16*,2351.0,KYST
48,Depreciation,12  Mar-16*,518.0,KYST
49,Interest,12  Mar-16*,121.0,KYST
50,Profit before tax,12  Mar-16*,1738.0,KYST
51,Minority Interest,12  Mar-16*,0.0,KYST
52,Prior Period Items,12  Mar-16*,0.0,KYST
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,KYST
54,Tax,12  Mar-16*,604.0,KYST
55,Profit after tax,12  Mar-16*,1135.0,KYST
56,Gross profit margin,12  Mar-16*,19.9,KYST
57,Effective tax rate,12  Mar-16*,34.7,KYST
58,Net profit margin,12  Mar-16*,9.6,KYST
59,Current assets,12  Mar-16*,5309.0,KYST
60,Current liabilities,12  Mar-16*,4859.0,KYST
61,Net working cap to sales,12  Mar-16*,3.8,KYST
62,Current ratio,12  Mar-16*,1.1,KYST
63,Inventory Days,12  Mar-16*,34.0,KYST
64,Debtors Days,12  Mar-16*,106.0,KYST
65,Net fixed assets,12  Mar-16*,4908.0,KYST
66,Share capital,12  Mar-16*,219.0,KYST
67,"""Free"" reserves",12  Mar-16*,5005.0,KYST
68,Net worth,12  Mar-16*,5223.0,KYST
69,Long term debt,12  Mar-16*,1152.0,KYST
70,Total assets,12  Mar-16*,12005.0,KYST
71,Interest coverage,12  Mar-16*,15.4,KYST
72,Debt to equity ratio,12  Mar-16*,0.2,KYST
73,Sales to assets ratio,12  Mar-16*,1.0,KYST
74,Return on assets,12  Mar-16*,10.5,KYST
75,Return on equity,12  Mar-16*,21.7,KYST
76,Return on capital,12  Mar-16*,29.2,KYST
77,Exports to sales,12  Mar-16*,3.7,KYST
78,Imports to sales,12  Mar-16*,14.4,KYST
79,Exports (fob),12  Mar-16*,442.0,KYST
80,Imports (cif),12  Mar-16*,1699.0,KYST
81,Fx inflow,12  Mar-16*,442.0,KYST
82,Fx outflow,12  Mar-16*,1774.0,KYST
83,Net fx,12  Mar-16*,-1332.0,KYST
84,From Operations,12  Mar-16*,1603.0,KYST
85,From Investments,12  Mar-16*,-2551.0,KYST
86,From Financial Activity,12  Mar-16*,967.0,KYST
87,Net Cashflow,12  Mar-16*,19.0,KYST
88,Net Sales,12  Mar-17,12574.0,KYST
