,No. of Mths  Year Ending,variable,value,name
0,Interest income,12  Mar-14*,32256.0,SHCU
1,Other income,12  Mar-14*,532.0,SHCU
2,Interest expense,12  Mar-14*,13507.0,SHCU
3,Net interest income,12  Mar-14*,18748.0,SHCU
4,Operating expense,12  Mar-14*,7166.0,SHCU
5,Gross profit,12  Mar-14*,11582.0,SHCU
6,Gross profit margin,12  Mar-14*,35.9,SHCU
7,Provisions/contingencies,12  Mar-14*,4158.0,SHCU
8,Profit before tax,12  Mar-14*,7956.0,SHCU
9,Extraordinary Inc (Exp),12  Mar-14*,0.0,SHCU
10,Minority Interest,12  Mar-14*,-33.0,SHCU
11,Prior Period Items,12  Mar-14*,0.0,SHCU
12,Tax,12  Mar-14*,2602.0,SHCU
13,Profit after tax,12  Mar-14*,5322.0,SHCU
14,Net profit margin,12  Mar-14*,16.5,SHCU
15,Advances,12  Mar-14*,131985,SHCU
16,Deposits,12  Mar-14*,0,SHCU
17,Credit/Deposit ratio,12  Mar-14*,NM,SHCU
18,Yield on advances,12  Mar-14*,23.5,SHCU
19,Cost of deposits,12  Mar-14*,N.A.,SHCU
20,Net Interest Margin,12  Mar-14*,13.7,SHCU
21,Net fixed assets,12  Mar-14*,1030,SHCU
22,Share capital,12  Mar-14*,593,SHCU
23,Free reserves,12  Mar-14*,22736,SHCU
24,Net worth,12  Mar-14*,29998,SHCU
25,Borrowings,12  Mar-14*,89304,SHCU
26,Investments,12  Mar-14*,4735,SHCU
27,Total assets,12  Mar-14*,165682,SHCU
28,Debt/equity ratio,12  Mar-14*,3.0,SHCU
29,Return on assets,12  Mar-14*,3.2,SHCU
30,Return on equity,12  Mar-14*,17.7,SHCU
31,Capital adequacy ratio,12  Mar-14*,25.8,SHCU
32,Net NPAs,12  Mar-14*,0.6,SHCU
33,From Operations,12  Mar-14*,-1473,SHCU
34,From Investments,12  Mar-14*,-817,SHCU
35,From Financial Activity,12  Mar-14*,-3655,SHCU
36,Net Cashflow,12  Mar-14*,-5944,SHCU
37,Interest income,12  Mar-15*,35617.0,SHCU
38,Other income,12  Mar-15*,512.0,SHCU
