,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,37783.0,SSTOP
1,Other income,12  Mar-14*,62.0,SSTOP
2,Total revenues,12  Mar-14*,37845.0,SSTOP
3,Gross profit,12  Mar-14*,1334.0,SSTOP
4,Depreciation,12  Mar-14*,981.0,SSTOP
5,Interest,12  Mar-14*,653.0,SSTOP
6,Profit before tax,12  Mar-14*,-239.0,SSTOP
7,Minority Interest,12  Mar-14*,421.0,SSTOP
8,Prior Period Items,12  Mar-14*,0.0,SSTOP
9,Extraordinary Inc (Exp),12  Mar-14*,-7.0,SSTOP
10,Tax,12  Mar-14*,258.0,SSTOP
11,Profit after tax,12  Mar-14*,-83.0,SSTOP
12,Gross profit margin,12  Mar-14*,3.5,SSTOP
13,Effective tax rate,12  Mar-14*,-108.0,SSTOP
14,Net profit margin,12  Mar-14*,-0.2,SSTOP
15,Current assets,12  Mar-14*,6089.0,SSTOP
16,Current liabilities,12  Mar-14*,9525.0,SSTOP
17,Net working cap to sales,12  Mar-14*,-9.1,SSTOP
18,Current ratio,12  Mar-14*,0.6,SSTOP
19,Inventory Days,12  Mar-14*,43.0,SSTOP
20,Debtors Days,12  Mar-14*,5.0,SSTOP
21,Net fixed assets,12  Mar-14*,7944.0,SSTOP
22,Share capital,12  Mar-14*,416.0,SSTOP
23,"""Free"" reserves",12  Mar-14*,4489.0,SSTOP
24,Net worth,12  Mar-14*,4905.0,SSTOP
25,Long term debt,12  Mar-14*,3220.0,SSTOP
26,Total assets,12  Mar-14*,17771.0,SSTOP
27,Interest coverage,12  Mar-14*,0.6,SSTOP
28,Debt to equity ratio,12  Mar-14*,0.7,SSTOP
29,Sales to assets ratio,12  Mar-14*,2.1,SSTOP
30,Return on assets,12  Mar-14*,3.2,SSTOP
31,Return on equity,12  Mar-14*,-1.7,SSTOP
32,Return on capital,12  Mar-14*,10.2,SSTOP
33,Exports to sales,12  Mar-14*,0.0,SSTOP
34,Imports to sales,12  Mar-14*,1.1,SSTOP
35,Exports (fob),12  Mar-14*,0.0,SSTOP
36,Imports (cif),12  Mar-14*,434.0,SSTOP
37,Fx inflow,12  Mar-14*,619.0,SSTOP
38,Fx outflow,12  Mar-14*,506.0,SSTOP
39,Net fx,12  Mar-14*,114.0,SSTOP
40,From Operations,12  Mar-14*,884.0,SSTOP
41,From Investments,12  Mar-14*,-2083.0,SSTOP
42,From Financial Activity,12  Mar-14*,1182.0,SSTOP
43,Net Cashflow,12  Mar-14*,-17.0,SSTOP
44,Net Sales,12  Mar-15*,42869.0,SSTOP
45,Other income,12  Mar-15*,133.0,SSTOP
46,Total revenues,12  Mar-15*,43002.0,SSTOP
47,Gross profit,12  Mar-15*,2680.0,SSTOP
48,Depreciation,12  Mar-15*,1253.0,SSTOP
49,Interest,12  Mar-15*,781.0,SSTOP
50,Profit before tax,12  Mar-15*,778.0,SSTOP
51,Minority Interest,12  Mar-15*,-66.0,SSTOP
52,Prior Period Items,12  Mar-15*,0.0,SSTOP
53,Extraordinary Inc (Exp),12  Mar-15*,0.0,SSTOP
54,Tax,12  Mar-15*,288.0,SSTOP
55,Profit after tax,12  Mar-15*,424.0,SSTOP
56,Gross profit margin,12  Mar-15*,6.3,SSTOP
57,Effective tax rate,12  Mar-15*,37.0,SSTOP
58,Net profit margin,12  Mar-15*,1.0,SSTOP
59,Current assets,12  Mar-15*,6777.0,SSTOP
60,Current liabilities,12  Mar-15*,10293.0,SSTOP
61,Net working cap to sales,12  Mar-15*,-8.2,SSTOP
62,Current ratio,12  Mar-15*,0.7,SSTOP
63,Inventory Days,12  Mar-15*,42.0,SSTOP
64,Debtors Days,12  Mar-15*,5.0,SSTOP
65,Net fixed assets,12  Mar-15*,8979.0,SSTOP
66,Share capital,12  Mar-15*,417.0,SSTOP
67,"""Free"" reserves",12  Mar-15*,4834.0,SSTOP
68,Net worth,12  Mar-15*,5250.0,SSTOP
69,Long term debt,12  Mar-15*,3570.0,SSTOP
70,Total assets,12  Mar-15*,19378.0,SSTOP
71,Interest coverage,12  Mar-15*,2.0,SSTOP
72,Debt to equity ratio,12  Mar-15*,0.7,SSTOP
73,Sales to assets ratio,12  Mar-15*,2.2,SSTOP
74,Return on assets,12  Mar-15*,6.2,SSTOP
75,Return on equity,12  Mar-15*,8.1,SSTOP
76,Return on capital,12  Mar-15*,16.9,SSTOP
77,Exports to sales,12  Mar-15*,0.0,SSTOP
78,Imports to sales,12  Mar-15*,0.8,SSTOP
79,Exports (fob),12  Mar-15*,0.0,SSTOP
80,Imports (cif),12  Mar-15*,347.0,SSTOP
81,Fx inflow,12  Mar-15*,725.0,SSTOP
82,Fx outflow,12  Mar-15*,399.0,SSTOP
83,Net fx,12  Mar-15*,325.0,SSTOP
84,From Operations,12  Mar-15*,1107.0,SSTOP
85,From Investments,12  Mar-15*,-1617.0,SSTOP
86,From Financial Activity,12  Mar-15*,455.0,SSTOP
87,Net Cashflow,12  Mar-15*,-56.0,SSTOP
88,Net Sales,12  Mar-16*,44320.0,SSTOP
89,Other income,12  Mar-16*,260.0,SSTOP
90,Total revenues,12  Mar-16*,44580.0,SSTOP
91,Gross profit,12  Mar-16*,1791.0,SSTOP
92,Depreciation,12  Mar-16*,1297.0,SSTOP
93,Interest,12  Mar-16*,849.0,SSTOP
94,Profit before tax,12  Mar-16*,-95.0,SSTOP
95,Minority Interest,12  Mar-16*,25.0,SSTOP
96,Prior Period Items,12  Mar-16*,0.0,SSTOP
97,Extraordinary Inc (Exp),12  Mar-16*,0.0,SSTOP
98,Tax,12  Mar-16*,334.0,SSTOP
99,Profit after tax,12  Mar-16*,-403.0,SSTOP
100,Gross profit margin,12  Mar-16*,4.0,SSTOP
101,Effective tax rate,12  Mar-16*,-352.6,SSTOP
102,Net profit margin,12  Mar-16*,-0.9,SSTOP
103,Current assets,12  Mar-16*,7312.0,SSTOP
104,Current liabilities,12  Mar-16*,10598.0,SSTOP
105,Net working cap to sales,12  Mar-16*,-7.4,SSTOP
106,Current ratio,12  Mar-16*,0.7,SSTOP
107,Inventory Days,12  Mar-16*,48.0,SSTOP
