,No. of Mths  Year Ending,variable,value,name
0,Net Sales,15  Mar-15*,32443.0,THOM
1,Other income,15  Mar-15*,420.0,THOM
2,Total revenues,15  Mar-15*,32863.0,THOM
3,Gross profit,15  Mar-15*,2416.0,THOM
4,Depreciation,15  Mar-15*,414.0,THOM
5,Interest,15  Mar-15*,712.0,THOM
6,Profit before tax,15  Mar-15*,1710.0,THOM
7,Minority Interest,15  Mar-15*,-222.0,THOM
8,Prior Period Items,15  Mar-15*,0.0,THOM
9,Extraordinary Inc (Exp),15  Mar-15*,0.0,THOM
10,Tax,15  Mar-15*,586.0,THOM
11,Profit after tax,15  Mar-15*,902.0,THOM
12,Gross profit margin,15  Mar-15*,7.4,THOM
13,Effective tax rate,15  Mar-15*,34.3,THOM
14,Net profit margin,15  Mar-15*,2.8,THOM
15,Current assets,15  Mar-15*,15946.0,THOM
16,Current liabilities,15  Mar-15*,11398.0,THOM
17,Net working cap to sales,15  Mar-15*,14.0,THOM
18,Current ratio,15  Mar-15*,1.4,THOM
19,Inventory Days,15  Mar-15*,0.0,THOM
20,Debtors Days,15  Mar-15*,68.0,THOM
21,Net fixed assets,15  Mar-15*,12970.0,THOM
22,Share capital,15  Mar-15*,321.0,THOM
23,"""Free"" reserves",15  Mar-15*,12819.0,THOM
24,Net worth,15  Mar-15*,13141.0,THOM
25,Long term debt,15  Mar-15*,1047.0,THOM
26,Total assets,15  Mar-15*,29949.0,THOM
27,Interest coverage,15  Mar-15*,3.4,THOM
28,Debt to equity ratio,15  Mar-15*,0.1,THOM
29,Sales to assets ratio,15  Mar-15*,1.1,THOM
30,Return on assets,15  Mar-15*,5.4,THOM
31,Return on equity,15  Mar-15*,6.9,THOM
32,Return on capital,15  Mar-15*,15.5,THOM
33,Exports to sales,15  Mar-15*,0.0,THOM
34,Imports to sales,15  Mar-15*,0.0,THOM
35,Exports (fob),15  Mar-15*,0.0,THOM
36,Imports (cif),15  Mar-15*,0.0,THOM
37,Fx inflow,15  Mar-15*,724.0,THOM
38,Fx outflow,15  Mar-15*,240.0,THOM
39,Net fx,15  Mar-15*,485.0,THOM
40,From Operations,15  Mar-15*,1314.0,THOM
41,From Investments,15  Mar-15*,-6465.0,THOM
42,From Financial Activity,15  Mar-15*,5651.0,THOM
43,Net Cashflow,15  Mar-15*,500.0,THOM
44,Net Sales,12  Mar-16*,60939.0,THOM
45,Other income,12  Mar-16*,569.0,THOM
46,Total revenues,12  Mar-16*,61509.0,THOM
47,Gross profit,12  Mar-16*,1906.0,THOM
48,Depreciation,12  Mar-16*,606.0,THOM
49,Interest,12  Mar-16*,921.0,THOM
50,Profit before tax,12  Mar-16*,948.0,THOM
51,Minority Interest,12  Mar-16*,0.0,THOM
52,Prior Period Items,12  Mar-16*,0.0,THOM
53,Extraordinary Inc (Exp),12  Mar-16*,-939.0,THOM
54,Tax,12  Mar-16*,594.0,THOM
55,Profit after tax,12  Mar-16*,-585.0,THOM
56,Gross profit margin,12  Mar-16*,3.1,THOM
57,Effective tax rate,12  Mar-16*,62.7,THOM
58,Net profit margin,12  Mar-16*,-1.0,THOM
59,Current assets,12  Mar-16*,26557.0,THOM
60,Current liabilities,12  Mar-16*,25665.0,THOM
61,Net working cap to sales,12  Mar-16*,1.5,THOM
62,Current ratio,12  Mar-16*,1.0,THOM
63,Inventory Days,12  Mar-16*,0.0,THOM
64,Debtors Days,12  Mar-16*,50.0,THOM
65,Net fixed assets,12  Mar-16*,16426.0,THOM
66,Share capital,12  Mar-16*,366.0,THOM
67,"""Free"" reserves",12  Mar-16*,12105.0,THOM
68,Net worth,12  Mar-16*,12471.0,THOM
69,Long term debt,12  Mar-16*,5687.0,THOM
70,Total assets,12  Mar-16*,49504.0,THOM
71,Interest coverage,12  Mar-16*,2.0,THOM
72,Debt to equity ratio,12  Mar-16*,0.5,THOM
73,Sales to assets ratio,12  Mar-16*,1.2,THOM
74,Return on assets,12  Mar-16*,0.7,THOM
75,Return on equity,12  Mar-16*,-4.7,THOM
76,Return on capital,12  Mar-16*,5.1,THOM
77,Exports to sales,12  Mar-16*,0.0,THOM
78,Imports to sales,12  Mar-16*,0.0,THOM
79,Exports (fob),12  Mar-16*,0.0,THOM
80,Imports (cif),12  Mar-16*,0.0,THOM
81,Fx inflow,12  Mar-16*,706.0,THOM
82,Fx outflow,12  Mar-16*,236.0,THOM
83,Net fx,12  Mar-16*,470.0,THOM
84,From Operations,12  Mar-16*,3833.0,THOM
85,From Investments,12  Mar-16*,-1683.0,THOM
86,From Financial Activity,12  Mar-16*,5485.0,THOM
87,Net Cashflow,12  Mar-16*,7664.0,THOM
88,Net Sales,12  Mar-17*,87624.0,THOM
