,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,1013.0,DEEP
1,Other income,12  Mar-15*,13.0,DEEP
2,Total revenues,12  Mar-15*,1026.0,DEEP
3,Gross profit,12  Mar-15*,550.0,DEEP
4,Depreciation,12  Mar-15*,122.0,DEEP
5,Interest,12  Mar-15*,108.0,DEEP
6,Profit before tax,12  Mar-15*,334.0,DEEP
7,Minority Interest,12  Mar-15*,0.0,DEEP
8,Prior Period Items,12  Mar-15*,0.0,DEEP
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,DEEP
10,Tax,12  Mar-15*,121.0,DEEP
11,Profit after tax,12  Mar-15*,212.0,DEEP
12,Gross profit margin,12  Mar-15*,54.3,DEEP
13,Effective tax rate,12  Mar-15*,36.4,DEEP
14,Net profit margin,12  Mar-15*,21.0,DEEP
15,Current assets,12  Mar-15*,590.0,DEEP
16,Current liabilities,12  Mar-15*,601.0,DEEP
17,Net working cap to sales,12  Mar-15*,-1.1,DEEP
18,Current ratio,12  Mar-15*,1.0,DEEP
19,Inventory Days,12  Mar-15*,21.0,DEEP
20,Debtors Days,12  Mar-15*,94.0,DEEP
21,Net fixed assets,12  Mar-15*,3209.0,DEEP
22,Share capital,12  Mar-15*,292.0,DEEP
23,"""Free"" reserves",12  Mar-15*,1903.0,DEEP
24,Net worth,12  Mar-15*,2195.0,DEEP
25,Long term debt,12  Mar-15*,737.0,DEEP
26,Total assets,12  Mar-15*,3840.0,DEEP
27,Interest coverage,12  Mar-15*,4.1,DEEP
28,Debt to equity ratio,12  Mar-15*,0.3,DEEP
29,Sales to assets ratio,12  Mar-15*,0.3,DEEP
30,Return on assets,12  Mar-15*,8.3,DEEP
31,Return on equity,12  Mar-15*,9.7,DEEP
32,Return on capital,12  Mar-15*,15.0,DEEP
33,Exports to sales,12  Mar-15*,0.0,DEEP
34,Imports to sales,12  Mar-15*,21.3,DEEP
35,Exports (fob),12  Mar-15*,0.0,DEEP
36,Imports (cif),12  Mar-15*,215.0,DEEP
37,Fx inflow,12  Mar-15*,0.0,DEEP
38,Fx outflow,12  Mar-15*,215.0,DEEP
39,Net fx,12  Mar-15*,-215.0,DEEP
40,From Operations,12  Mar-15*,427.0,DEEP
41,From Investments,12  Mar-15*,-322.0,DEEP
42,From Financial Activity,12  Mar-15*,-107.0,DEEP
43,Net Cashflow,12  Mar-15*,-2.0,DEEP
44,Net Sales,12  Mar-16*,1691.0,DEEP
45,Other income,12  Mar-16*,9.0,DEEP
46,Total revenues,12  Mar-16*,1700.0,DEEP
47,Gross profit,12  Mar-16*,962.0,DEEP
48,Depreciation,12  Mar-16*,204.0,DEEP
49,Interest,12  Mar-16*,150.0,DEEP
50,Profit before tax,12  Mar-16*,617.0,DEEP
51,Minority Interest,12  Mar-16*,0.0,DEEP
52,Prior Period Items,12  Mar-16*,0.0,DEEP
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,DEEP
54,Tax,12  Mar-16*,207.0,DEEP
55,Profit after tax,12  Mar-16*,410.0,DEEP
56,Gross profit margin,12  Mar-16*,56.9,DEEP
57,Effective tax rate,12  Mar-16*,33.6,DEEP
58,Net profit margin,12  Mar-16*,24.2,DEEP
59,Current assets,12  Mar-16*,1263.0,DEEP
60,Current liabilities,12  Mar-16*,1380.0,DEEP
61,Net working cap to sales,12  Mar-16*,-6.9,DEEP
62,Current ratio,12  Mar-16*,0.9,DEEP
63,Inventory Days,12  Mar-16*,14.0,DEEP
64,Debtors Days,12  Mar-16*,120.0,DEEP
65,Net fixed assets,12  Mar-16*,4984.0,DEEP
66,Share capital,12  Mar-16*,292.0,DEEP
67,"""Free"" reserves",12  Mar-16*,2338.0,DEEP
68,Net worth,12  Mar-16*,2630.0,DEEP
