,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,23350.0,FUJI
1,Other income,12  Mar-14*,303.0,FUJI
2,Total revenues,12  Mar-14*,23653.0,FUJI
3,Gross profit,12  Mar-14*,3582.0,FUJI
4,Depreciation,12  Mar-14*,383.0,FUJI
5,Interest,12  Mar-14*,103.0,FUJI
6,Profit before tax,12  Mar-14*,3399.0,FUJI
7,Minority Interest,12  Mar-14*,0.0,FUJI
8,Prior Period Items,12  Mar-14*,0.0,FUJI
9,Extraordinary Inc (Exp),12  Mar-14*,0.0,FUJI
10,Tax,12  Mar-14*,1023.0,FUJI
11,Profit after tax,12  Mar-14*,2375.0,FUJI
12,Gross profit margin,12  Mar-14*,15.3,FUJI
13,Effective tax rate,12  Mar-14*,30.1,FUJI
14,Net profit margin,12  Mar-14*,10.2,FUJI
15,Current assets,12  Mar-14*,10015.0,FUJI
16,Current liabilities,12  Mar-14*,4294.0,FUJI
17,Net working cap to sales,12  Mar-14*,24.5,FUJI
18,Current ratio,12  Mar-14*,2.3,FUJI
19,Inventory Days,12  Mar-14*,20.0,FUJI
20,Debtors Days,12  Mar-14*,56.0,FUJI
21,Net fixed assets,12  Mar-14*,4236.0,FUJI
22,Share capital,12  Mar-14*,438.0,FUJI
23,"""Free"" reserves",12  Mar-14*,8625.0,FUJI
24,Net worth,12  Mar-14*,9455.0,FUJI
25,Long term debt,12  Mar-14*,746.0,FUJI
26,Total assets,12  Mar-14*,14859.0,FUJI
27,Interest coverage,12  Mar-14*,34.1,FUJI
28,Debt to equity ratio,12  Mar-14*,0.1,FUJI
29,Sales to assets ratio,12  Mar-14*,1.6,FUJI
30,Return on assets,12  Mar-14*,16.7,FUJI
31,Return on equity,12  Mar-14*,25.1,FUJI
32,Return on capital,12  Mar-14*,34.3,FUJI
33,Exports to sales,12  Mar-14*,0.0,FUJI
34,Imports to sales,12  Mar-14*,0.2,FUJI
35,Exports (fob),12  Mar-14*,0.0,FUJI
36,Imports (cif),12  Mar-14*,41.0,FUJI
37,Fx inflow,12  Mar-14*,7520.0,FUJI
38,Fx outflow,12  Mar-14*,466.0,FUJI
39,Net fx,12  Mar-14*,7054.0,FUJI
40,From Operations,12  Mar-14*,2095.0,FUJI
41,From Investments,12  Mar-14*,-1284.0,FUJI
42,From Financial Activity,12  Mar-14*,-774.0,FUJI
43,Net Cashflow,12  Mar-14*,36.0,FUJI
44,Net Sales,12  Mar-15*,26558.0,FUJI
45,Other income,12  Mar-15*,270.0,FUJI
46,Total revenues,12  Mar-15*,26827.0,FUJI
47,Gross profit,12  Mar-15*,3917.0,FUJI
48,Depreciation,12  Mar-15*,415.0,FUJI
49,Interest,12  Mar-15*,112.0,FUJI
50,Profit before tax,12  Mar-15*,3659.0,FUJI
51,Minority Interest,12  Mar-15*,0.0,FUJI
52,Prior Period Items,12  Mar-15*,0.0,FUJI
53,Extraordinary Inc (Exp),12  Mar-15*,0.0,FUJI
54,Tax,12  Mar-15*,1013.0,FUJI
55,Profit after tax,12  Mar-15*,2646.0,FUJI
