,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,29946.0,BRFL
1,Other income,12  Mar-14*,105.0,BRFL
2,Total revenues,12  Mar-14*,30051.0,BRFL
3,Gross profit,12  Mar-14*,3837.0,BRFL
4,Depreciation,12  Mar-14*,3162.0,BRFL
5,Interest,12  Mar-14*,4506.0,BRFL
6,Profit before tax,12  Mar-14*,-3726.0,BRFL
7,Minority Interest,12  Mar-14*,9.0,BRFL
8,Prior Period Items,12  Mar-14*,0.0,BRFL
9,Extraordinary Inc (Exp),12  Mar-14*,-3455.0,BRFL
10,Tax,12  Mar-14*,-2339.0,BRFL
11,Profit after tax,12  Mar-14*,-4834.0,BRFL
12,Gross profit margin,12  Mar-14*,12.8,BRFL
13,Effective tax rate,12  Mar-14*,62.8,BRFL
14,Net profit margin,12  Mar-14*,-16.1,BRFL
15,Current assets,12  Mar-14*,40096.0,BRFL
16,Current liabilities,12  Mar-14*,29358.0,BRFL
17,Net working cap to sales,12  Mar-14*,35.9,BRFL
18,Current ratio,12  Mar-14*,1.4,BRFL
19,Inventory Days,12  Mar-14*,302.0,BRFL
20,Debtors Days,12  Mar-14*,105.0,BRFL
21,Net fixed assets,12  Mar-14*,39925.0,BRFL
22,Share capital,12  Mar-14*,1346.0,BRFL
23,"""Free"" reserves",12  Mar-14*,22418.0,BRFL
24,Net worth,12  Mar-14*,24540.0,BRFL
25,Long term debt,12  Mar-14*,27017.0,BRFL
26,Total assets,12  Mar-14*,81896.0,BRFL
27,Interest coverage,12  Mar-14*,0.2,BRFL
28,Debt to equity ratio,12  Mar-14*,1.1,BRFL
29,Sales to assets ratio,12  Mar-14*,0.4,BRFL
30,Return on assets,12  Mar-14*,-0.4,BRFL
31,Return on equity,12  Mar-14*,-19.7,BRFL
32,Return on capital,12  Mar-14*,-5.2,BRFL
33,Exports to sales,12  Mar-14*,14.0,BRFL
34,Imports to sales,12  Mar-14*,2.2,BRFL
35,Exports (fob),12  Mar-14*,4206.0,BRFL
36,Imports (cif),12  Mar-14*,657.0,BRFL
37,Fx inflow,12  Mar-14*,4206.0,BRFL
38,Fx outflow,12  Mar-14*,690.0,BRFL
39,Net fx,12  Mar-14*,3516.0,BRFL
40,From Operations,12  Mar-14*,-8392.0,BRFL
41,From Investments,12  Mar-14*,-13.0,BRFL
42,From Financial Activity,12  Mar-14*,8465.0,BRFL
43,Net Cashflow,12  Mar-14*,60.0,BRFL
44,Net Sales,12  Mar-15*,35811.0,BRFL
45,Other income,12  Mar-15*,407.0,BRFL
46,Total revenues,12  Mar-15*,36218.0,BRFL
47,Gross profit,12  Mar-15*,6040.0,BRFL
48,Depreciation,12  Mar-15*,1773.0,BRFL
49,Interest,12  Mar-15*,5581.0,BRFL
50,Profit before tax,12  Mar-15*,-907.0,BRFL
51,Minority Interest,12  Mar-15*,5.0,BRFL
52,Prior Period Items,12  Mar-15*,0.0,BRFL
53,Extraordinary Inc (Exp),12  Mar-15*,-8.0,BRFL
54,Tax,12  Mar-15*,413.0,BRFL
55,Profit after tax,12  Mar-15*,-1323.0,BRFL
56,Gross profit margin,12  Mar-15*,16.9,BRFL
57,Effective tax rate,12  Mar-15*,-45.5,BRFL
58,Net profit margin,12  Mar-15*,-3.7,BRFL
59,Current assets,12  Mar-15*,46686.0,BRFL
60,Current liabilities,12  Mar-15*,34638.0,BRFL
61,Net working cap to sales,12  Mar-15*,33.6,BRFL
62,Current ratio,12  Mar-15*,1.3,BRFL
63,Inventory Days,12  Mar-15*,294.0,BRFL
64,Debtors Days,12  Mar-15*,110.0,BRFL
65,Net fixed assets,12  Mar-15*,38009.0,BRFL
66,Share capital,12  Mar-15*,1346.0,BRFL
67,"""Free"" reserves",12  Mar-15*,21436.0,BRFL
