,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-10*,10478.0,BIIN
1,Other income,12  Mar-10*,180.0,BIIN
2,Total revenues,12  Mar-10*,10658.0,BIIN
3,Gross profit,12  Mar-10*,2419.0,BIIN
4,Depreciation,12  Mar-10*,535.0,BIIN
5,Interest,12  Mar-10*,439.0,BIIN
6,Profit before tax,12  Mar-10*,1625.0,BIIN
7,Minority Interest,12  Mar-10*,0.0,BIIN
8,Prior Period Items,12  Mar-10*,0.0,BIIN
9,Extraordinary Inc (Exp),12  Mar-10*,0.0,BIIN
10,Tax,12  Mar-10*,455.0,BIIN
11,Profit after tax,12  Mar-10*,1170.0,BIIN
12,Gross profit margin,12  Mar-10*,23.1,BIIN
13,Effective tax rate,12  Mar-10*,28.0,BIIN
14,Net profit margin,12  Mar-10*,11.2,BIIN
15,Current assets,12  Mar-10*,8220.0,BIIN
16,Current liabilities,12  Mar-10*,1481.0,BIIN
17,Net working cap to sales,12  Mar-10*,64.3,BIIN
18,Current ratio,12  Mar-10*,5.6,BIIN
19,Inventory Days,12  Mar-10*,59.0,BIIN
20,Debtors Days,12  Mar-10*,123.0,BIIN
21,Net fixed assets,12  Mar-10*,8879.0,BIIN
22,Share capital,12  Mar-10*,227.0,BIIN
23,"""Free"" reserves",12  Mar-10*,8287.0,BIIN
24,Net worth,12  Mar-10*,8455.0,BIIN
25,Long term debt,12  Mar-10*,5207.0,BIIN
26,Total assets,12  Mar-10*,17100.0,BIIN
27,Interest coverage,12  Mar-10*,4.7,BIIN
28,Debt to equity ratio,12  Mar-10*,0.6,BIIN
29,Sales to assets ratio,12  Mar-10*,0.6,BIIN
30,Return on assets,12  Mar-10*,9.4,BIIN
31,Return on equity,12  Mar-10*,13.8,BIIN
32,Return on capital,12  Mar-10*,15.1,BIIN
33,Exports to sales,12  Mar-10*,0.0,BIIN
34,Imports to sales,12  Mar-10*,14.5,BIIN
35,Exports (fob),12  Mar-10*,0.0,BIIN
36,Imports (cif),12  Mar-10*,1517.0,BIIN
37,Fx inflow,12  Mar-10*,563.0,BIIN
38,Fx outflow,12  Mar-10*,1581.0,BIIN
39,Net fx,12  Mar-10*,-1018.0,BIIN
40,From Operations,12  Mar-10*,729.0,BIIN
41,From Investments,12  Mar-10*,562.0,BIIN
42,From Financial Activity,12  Mar-10*,-828.0,BIIN
43,Net Cashflow,12  Mar-10*,463.0,BIIN
44,Net Sales,12  Mar-11*,22866.0,BIIN
45,Other income,12  Mar-11*,390.0,BIIN
46,Total revenues,12  Mar-11*,23256.0,BIIN
47,Gross profit,12  Mar-11*,3453.0,BIIN
48,Depreciation,12  Mar-11*,859.0,BIIN
49,Interest,12  Mar-11*,991.0,BIIN
50,Profit before tax,12  Mar-11*,1993.0,BIIN
51,Minority Interest,12  Mar-11*,-20.0,BIIN
52,Prior Period Items,12  Mar-11*,0.0,BIIN
53,Extraordinary Inc (Exp),12  Mar-11*,0.0,BIIN
54,Tax,12  Mar-11*,498.0,BIIN
55,Profit after tax,12  Mar-11*,1475.0,BIIN
56,Gross profit margin,12  Mar-11*,15.1,BIIN
57,Effective tax rate,12  Mar-11*,25.0,BIIN
