,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,64098.0,FXIN
1,Other income,12  Mar-15*,166.0,FXIN
2,Total revenues,12  Mar-15*,64264.0,FXIN
3,Gross profit,12  Mar-15*,7361.0,FXIN
4,Depreciation,12  Mar-15*,2794.0,FXIN
5,Interest,12  Mar-15*,1869.0,FXIN
6,Profit before tax,12  Mar-15*,2864.0,FXIN
7,Minority Interest,12  Mar-15*,-7.0,FXIN
8,Prior Period Items,12  Mar-15*,0.0,FXIN
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,FXIN
10,Tax,12  Mar-15*,309.0,FXIN
11,Profit after tax,12  Mar-15*,2548.0,FXIN
12,Gross profit margin,12  Mar-15*,11.5,FXIN
13,Effective tax rate,12  Mar-15*,10.8,FXIN
14,Net profit margin,12  Mar-15*,4.0,FXIN
15,Current assets,12  Mar-15*,28940.0,FXIN
16,Current liabilities,12  Mar-15*,23189.0,FXIN
17,Net working cap to sales,12  Mar-15*,9.0,FXIN
18,Current ratio,12  Mar-15*,1.2,FXIN
19,Inventory Days,12  Mar-15*,38.0,FXIN
20,Debtors Days,12  Mar-15*,86.0,FXIN
21,Net fixed assets,12  Mar-15*,32723.0,FXIN
22,Share capital,12  Mar-15*,722.0,FXIN
23,"""Free"" reserves",12  Mar-15*,29355.0,FXIN
24,Net worth,12  Mar-15*,30077.0,FXIN
25,Long term debt,12  Mar-15*,10065.0,FXIN
26,Total assets,12  Mar-15*,64679.0,FXIN
27,Interest coverage,12  Mar-15*,2.5,FXIN
28,Debt to equity ratio,12  Mar-15*,0.3,FXIN
29,Sales to assets ratio,12  Mar-15*,1.0,FXIN
30,Return on assets,12  Mar-15*,6.8,FXIN
31,Return on equity,12  Mar-15*,8.5,FXIN
32,Return on capital,12  Mar-15*,11.8,FXIN
33,Exports to sales,12  Mar-15*,8.0,FXIN
34,Imports to sales,12  Mar-15*,11.3,FXIN
35,Exports (fob),12  Mar-15*,5124.0,FXIN
36,Imports (cif),12  Mar-15*,7214.0,FXIN
37,Fx inflow,12  Mar-15*,5230.0,FXIN
38,Fx outflow,12  Mar-15*,7375.0,FXIN
39,Net fx,12  Mar-15*,-2145.0,FXIN
40,From Operations,12  Mar-15*,5014.0,FXIN
41,From Investments,12  Mar-15*,-1973.0,FXIN
42,From Financial Activity,12  Mar-15*,-3193.0,FXIN
43,Net Cashflow,12  Mar-15*,-152.0,FXIN
44,Net Sales,12  Mar-16*,63429.0,FXIN
45,Other income,12  Mar-16*,353.0,FXIN
46,Total revenues,12  Mar-16*,63782.0,FXIN
47,Gross profit,12  Mar-16*,8059.0,FXIN
48,Depreciation,12  Mar-16*,2855.0,FXIN
49,Interest,12  Mar-16*,1770.0,FXIN
50,Profit before tax,12  Mar-16*,3787.0,FXIN
51,Minority Interest,12  Mar-16*,-31.0,FXIN
52,Prior Period Items,12  Mar-16*,0.0,FXIN
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,FXIN
54,Tax,12  Mar-16*,628.0,FXIN
55,Profit after tax,12  Mar-16*,3128.0,FXIN
56,Gross profit margin,12  Mar-16*,12.7,FXIN
57,Effective tax rate,12  Mar-16*,16.6,FXIN
58,Net profit margin,12  Mar-16*,4.9,FXIN
59,Current assets,12  Mar-16*,29018.0,FXIN
60,Current liabilities,12  Mar-16*,22582.0,FXIN
61,Net working cap to sales,12  Mar-16*,10.1,FXIN
62,Current ratio,12  Mar-16*,1.3,FXIN
63,Inventory Days,12  Mar-16*,36.0,FXIN
64,Debtors Days,12  Mar-16*,85.0,FXIN
65,Net fixed assets,12  Mar-16*,35196.0,FXIN
66,Share capital,12  Mar-16*,722.0,FXIN
67,"""Free"" reserves",12  Mar-16*,32715.0,FXIN
68,Net worth,12  Mar-16*,33437.0,FXIN
69,Long term debt,12  Mar-16*,10586.0,FXIN
70,Total assets,12  Mar-16*,68164.0,FXIN
71,Interest coverage,12  Mar-16*,3.1,FXIN
72,Debt to equity ratio,12  Mar-16*,0.3,FXIN
73,Sales to assets ratio,12  Mar-16*,0.9,FXIN
74,Return on assets,12  Mar-16*,7.2,FXIN
75,Return on equity,12  Mar-16*,9.4,FXIN
