,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,50848.0,ICMN
1,Other income,12  Mar-14*,243.0,ICMN
2,Total revenues,12  Mar-14*,51090.0,ICMN
3,Gross profit,12  Mar-14*,5914.0,ICMN
4,Depreciation,12  Mar-14*,3197.0,ICMN
5,Interest,12  Mar-14*,4107.0,ICMN
6,Profit before tax,12  Mar-14*,-1147.0,ICMN
7,Minority Interest,12  Mar-14*,-48.0,ICMN
8,Prior Period Items,12  Mar-14*,39.0,ICMN
9,Extraordinary Inc (Exp),12  Mar-14*,-1266.0,ICMN
10,Tax,12  Mar-14*,12.0,ICMN
11,Profit after tax,12  Mar-14*,-2434.0,ICMN
12,Gross profit margin,12  Mar-14*,11.6,ICMN
13,Effective tax rate,12  Mar-14*,-1.1,ICMN
14,Net profit margin,12  Mar-14*,-4.8,ICMN
15,Current assets,12  Mar-14*,16678.0,ICMN
16,Current liabilities,12  Mar-14*,26188.0,ICMN
17,Net working cap to sales,12  Mar-14*,-18.7,ICMN
18,Current ratio,12  Mar-14*,0.6,ICMN
19,Inventory Days,12  Mar-14*,43.0,ICMN
20,Debtors Days,12  Mar-14*,33.0,ICMN
21,Net fixed assets,12  Mar-14*,53221.0,ICMN
22,Share capital,12  Mar-14*,3072.0,ICMN
23,"""Free"" reserves",12  Mar-14*,27685.0,ICMN
24,Net worth,12  Mar-14*,36710.0,ICMN
25,Long term debt,12  Mar-14*,22407.0,ICMN
26,Total assets,12  Mar-14*,91317.0,ICMN
27,Interest coverage,12  Mar-14*,0.7,ICMN
28,Debt to equity ratio,12  Mar-14*,0.6,ICMN
29,Sales to assets ratio,12  Mar-14*,0.6,ICMN
30,Return on assets,12  Mar-14*,1.8,ICMN
31,Return on equity,12  Mar-14*,-6.6,ICMN
32,Return on capital,12  Mar-14*,2.9,ICMN
33,Exports to sales,12  Mar-14*,1.8,ICMN
34,Imports to sales,12  Mar-14*,15.3,ICMN
35,Exports (fob),12  Mar-14*,917.0,ICMN
36,Imports (cif),12  Mar-14*,7763.0,ICMN
37,Fx inflow,12  Mar-14*,917.0,ICMN
38,Fx outflow,12  Mar-14*,8156.0,ICMN
39,Net fx,12  Mar-14*,-7240.0,ICMN
40,From Operations,12  Mar-14*,5161.0,ICMN
41,From Investments,12  Mar-14*,-1844.0,ICMN
42,From Financial Activity,12  Mar-14*,-3349.0,ICMN
43,Net Cashflow,12  Mar-14*,-33.0,ICMN
44,Net Sales,12  Mar-15*,44138.0,ICMN
45,Other income,12  Mar-15*,225.0,ICMN
46,Total revenues,12  Mar-15*,44363.0,ICMN
47,Gross profit,12  Mar-15*,7330.0,ICMN
48,Depreciation,12  Mar-15*,3029.0,ICMN
49,Interest,12  Mar-15*,4781.0,ICMN
50,Profit before tax,12  Mar-15*,-255.0,ICMN
51,Minority Interest,12  Mar-15*,-23.0,ICMN
52,Prior Period Items,12  Mar-15*,2.0,ICMN
53,Extraordinary Inc (Exp),12  Mar-15*,0.0,ICMN
54,Tax,12  Mar-15*,55.0,ICMN
55,Profit after tax,12  Mar-15*,-331.0,ICMN
56,Gross profit margin,12  Mar-15*,16.6,ICMN
57,Effective tax rate,12  Mar-15*,-21.8,ICMN
58,Net profit margin,12  Mar-15*,-0.8,ICMN
