,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-14*,7666.0,HDFN
1,Other income,12  Mar-14*,69.0,HDFN
2,Total revenues,12  Mar-14*,7735.0,HDFN
3,Gross profit,12  Mar-14*,1372.0,HDFN
4,Depreciation,12  Mar-14*,1218.0,HDFN
5,Interest,12  Mar-14*,1203.0,HDFN
6,Profit before tax,12  Mar-14*,-980.0,HDFN
7,Minority Interest,12  Mar-14*,568.0,HDFN
8,Prior Period Items,12  Mar-14*,0.0,HDFN
9,Extraordinary Inc (Exp),12  Mar-14*,0.0,HDFN
10,Tax,12  Mar-14*,-414.0,HDFN
11,Profit after tax,12  Mar-14*,2.0,HDFN
12,Gross profit margin,12  Mar-14*,17.9,HDFN
13,Effective tax rate,12  Mar-14*,42.3,HDFN
14,Net profit margin,12  Mar-14*,0.0,HDFN
15,Current assets,12  Mar-14*,9231.0,HDFN
16,Current liabilities,12  Mar-14*,4808.0,HDFN
17,Net working cap to sales,12  Mar-14*,57.7,HDFN
18,Current ratio,12  Mar-14*,1.9,HDFN
19,Inventory Days,12  Mar-14*,202.0,HDFN
20,Debtors Days,12  Mar-14*,171.0,HDFN
21,Net fixed assets,12  Mar-14*,6070.0,HDFN
22,Share capital,12  Mar-14*,206.0,HDFN
23,"""Free"" reserves",12  Mar-14*,6500.0,HDFN
24,Net worth,12  Mar-14*,7830.0,HDFN
25,Long term debt,12  Mar-14*,6292.0,HDFN
26,Total assets,12  Mar-14*,20057.0,HDFN
27,Interest coverage,12  Mar-14*,0.2,HDFN
28,Debt to equity ratio,12  Mar-14*,0.8,HDFN
29,Sales to assets ratio,12  Mar-14*,0.4,HDFN
30,Return on assets,12  Mar-14*,6.0,HDFN
31,Return on equity,12  Mar-14*,0.0,HDFN
32,Return on capital,12  Mar-14*,5.6,HDFN
33,Exports to sales,12  Mar-14*,0.0,HDFN
34,Imports to sales,12  Mar-14*,0.0,HDFN
35,Exports (fob),12  Mar-14*,0.0,HDFN
36,Imports (cif),12  Mar-14*,0.0,HDFN
37,Fx inflow,12  Mar-14*,0.0,HDFN
38,Fx outflow,12  Mar-14*,43.0,HDFN
39,Net fx,12  Mar-14*,-43.0,HDFN
40,From Operations,12  Mar-14*,993.0,HDFN
41,From Investments,12  Mar-14*,-196.0,HDFN
42,From Financial Activity,12  Mar-14*,-670.0,HDFN
43,Net Cashflow,12  Mar-14*,127.0,HDFN
44,Net Sales,12  Mar-15*,7549.0,HDFN
45,Other income,12  Mar-15*,312.0,HDFN
46,Total revenues,12  Mar-15*,7861.0,HDFN
47,Gross profit,12  Mar-15*,1093.0,HDFN
48,Depreciation,12  Mar-15*,842.0,HDFN
49,Interest,12  Mar-15*,927.0,HDFN
50,Profit before tax,12  Mar-15*,-363.0,HDFN
51,Minority Interest,12  Mar-15*,821.0,HDFN
52,Prior Period Items,12  Mar-15*,0.0,HDFN
53,Extraordinary Inc (Exp),12  Mar-15*,0.0,HDFN
54,Tax,12  Mar-15*,275.0,HDFN
55,Profit after tax,12  Mar-15*,183.0,HDFN
56,Gross profit margin,12  Mar-15*,14.5,HDFN
57,Effective tax rate,12  Mar-15*,-75.7,HDFN
58,Net profit margin,12  Mar-15*,2.4,HDFN
59,Current assets,12  Mar-15*,10836.0,HDFN
60,Current liabilities,12  Mar-15*,6253.0,HDFN
61,Net working cap to sales,12  Mar-15*,60.7,HDFN
62,Current ratio,12  Mar-15*,1.7,HDFN
63,Inventory Days,12  Mar-15*,214.0,HDFN
64,Debtors Days,12  Mar-15*,171.0,HDFN
65,Net fixed assets,12  Mar-15*,6075.0,HDFN
66,Share capital,12  Mar-15*,206.0,HDFN
67,"""Free"" reserves",12  Mar-15*,6304.0,HDFN
68,Net worth,12  Mar-15*,7634.0,HDFN
69,Long term debt,12  Mar-15*,7484.0,HDFN
70,Total assets,12  Mar-15*,21618.0,HDFN
71,Interest coverage,12  Mar-15*,0.6,HDFN
72,Debt to equity ratio,12  Mar-15*,1.0,HDFN
73,Sales to assets ratio,12  Mar-15*,0.3,HDFN
74,Return on assets,12  Mar-15*,5.1,HDFN
75,Return on equity,12  Mar-15*,2.4,HDFN
76,Return on capital,12  Mar-15*,9.2,HDFN
77,Exports to sales,12  Mar-15*,0.0,HDFN
78,Imports to sales,12  Mar-15*,0.0,HDFN
79,Exports (fob),12  Mar-15*,0.0,HDFN
80,Imports (cif),12  Mar-15*,0.0,HDFN
81,Fx inflow,12  Mar-15*,0.0,HDFN
82,Fx outflow,12  Mar-15*,43.0,HDFN
83,Net fx,12  Mar-15*,-43.0,HDFN
84,From Operations,12  Mar-15*,-170.0,HDFN
85,From Investments,12  Mar-15*,318.0,HDFN
86,From Financial Activity,12  Mar-15*,-35.0,HDFN
87,Net Cashflow,12  Mar-15*,114.0,HDFN
88,Net Sales,12  Mar-16*,6708.0,HDFN
89,Other income,12  Mar-16*,92.0,HDFN
90,Total revenues,12  Mar-16*,6800.0,HDFN
91,Gross profit,12  Mar-16*,1603.0,HDFN
92,Depreciation,12  Mar-16*,885.0,HDFN
