,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,20928.0,JFWL
1,Other income,12  Mar-15*,75.0,JFWL
2,Total revenues,12  Mar-15*,21003.0,JFWL
3,Gross profit,12  Mar-15*,2551.0,JFWL
4,Depreciation,12  Mar-15*,1011.0,JFWL
5,Interest,12  Mar-15*,0.0,JFWL
6,Profit before tax,12  Mar-15*,1615.0,JFWL
7,Minority Interest,12  Mar-15*,0.0,JFWL
8,Prior Period Items,12  Mar-15*,0.0,JFWL
9,Extraordinary Inc (Exp),12  Mar-15*,0.0,JFWL
10,Tax,12  Mar-15*,504.0,JFWL
11,Profit after tax,12  Mar-15*,1111.0,JFWL
12,Gross profit margin,12  Mar-15*,12.2,JFWL
13,Effective tax rate,12  Mar-15*,31.2,JFWL
14,Net profit margin,12  Mar-15*,5.3,JFWL
15,Current assets,12  Mar-15*,1943,JFWL
16,Current liabilities,12  Mar-15*,3407,JFWL
17,Net working cap to sales,12  Mar-15*,-7.0,JFWL
18,Current ratio,12  Mar-15*,0.6,JFWL
19,Inventory Days,12  Mar-15*,8,JFWL
20,Debtors Days,12  Mar-15*,2,JFWL
21,Net fixed assets,12  Mar-15*,7340,JFWL
22,Share capital,12  Mar-15*,656,JFWL
23,"""Free"" reserves",12  Mar-15*,6714,JFWL
24,Net worth,12  Mar-15*,7369,JFWL
25,Long term debt,12  Mar-15*,0,JFWL
26,Total assets,12  Mar-15*,10747,JFWL
27,Interest coverage,12  Mar-15*,NM,JFWL
28,Debt to equity ratio,12  Mar-15*,0,JFWL
29,Sales to assets ratio,12  Mar-15*,1.9,JFWL
30,Return on assets,12  Mar-15*,10.3,JFWL
31,Return on equity,12  Mar-15*,15.1,JFWL
32,Return on capital,12  Mar-15*,21.9,JFWL
33,Exports to sales,12  Mar-15*,0,JFWL
34,Imports to sales,12  Mar-15*,0.3,JFWL
35,Exports (fob),12  Mar-15*,0,JFWL
36,Imports (cif),12  Mar-15*,53,JFWL
37,Fx inflow,12  Mar-15*,0,JFWL
38,Fx outflow,12  Mar-15*,737,JFWL
39,Net fx,12  Mar-15*,-737,JFWL
40,From Operations,12  Mar-15*,2761,JFWL
41,From Investments,12  Mar-15*,-2623,JFWL
42,From Financial Activity,12  Mar-15*,9,JFWL
43,Net Cashflow,12  Mar-15*,147,JFWL
44,Net Sales,12  Mar-16*,24380.0,JFWL
45,Other income,12  Mar-16*,116.0,JFWL
46,Total revenues,12  Mar-16*,24496.0,JFWL
47,Gross profit,12  Mar-16*,2637.0,JFWL
48,Depreciation,12  Mar-16*,1283.0,JFWL
49,Interest,12  Mar-16*,0.0,JFWL
50,Profit before tax,12  Mar-16*,1470.0,JFWL
51,Minority Interest,12  Mar-16*,0.0,JFWL
52,Prior Period Items,12  Mar-16*,0.0,JFWL
53,Extraordinary Inc (Exp),12  Mar-16*,0.0,JFWL
54,Tax,12  Mar-16*,501.0,JFWL
55,Profit after tax,12  Mar-16*,969.0,JFWL
56,Gross profit margin,12  Mar-16*,10.8,JFWL
57,Effective tax rate,12  Mar-16*,34.1,JFWL
58,Net profit margin,12  Mar-16*,4.0,JFWL
59,Current assets,12  Mar-16*,2253,JFWL
60,Current liabilities,12  Mar-16*,3869,JFWL
61,Net working cap to sales,12  Mar-16*,-6.6,JFWL
62,Current ratio,12  Mar-16*,0.6,JFWL
63,Inventory Days,12  Mar-16*,8,JFWL
64,Debtors Days,12  Mar-16*,2,JFWL
65,Net fixed assets,12  Mar-16*,8196,JFWL
66,Share capital,12  Mar-16*,658,JFWL
67,"""Free"" reserves",12  Mar-16*,7620,JFWL
68,Net worth,12  Mar-16*,8278,JFWL
69,Long term debt,12  Mar-16*,0,JFWL
70,Total assets,12  Mar-16*,12220,JFWL
71,Interest coverage,12  Mar-16*,NM,JFWL
72,Debt to equity ratio,12  Mar-16*,0,JFWL
73,Sales to assets ratio,12  Mar-16*,2.0,JFWL
74,Return on assets,12  Mar-16*,7.9,JFWL
75,Return on equity,12  Mar-16*,11.7,JFWL
76,Return on capital,12  Mar-16*,17.8,JFWL
77,Exports to sales,12  Mar-16*,0,JFWL
78,Imports to sales,12  Mar-16*,0.1,JFWL
79,Exports (fob),12  Mar-16*,0,JFWL
80,Imports (cif),12  Mar-16*,31,JFWL
81,Fx inflow,12  Mar-16*,0,JFWL
82,Fx outflow,12  Mar-16*,817,JFWL
83,Net fx,12  Mar-16*,-817,JFWL
84,From Operations,12  Mar-16*,2117,JFWL
85,From Investments,12  Mar-16*,-1998,JFWL
86,From Financial Activity,12  Mar-16*,-177,JFWL
87,Net Cashflow,12  Mar-16*,-57,JFWL
88,Net Sales,12  Mar-17*,25834.0,JFWL
89,Other income,12  Mar-17*,147.0,JFWL
90,Total revenues,12  Mar-17*,25981.0,JFWL
91,Gross profit,12  Mar-17*,2411.0,JFWL
92,Depreciation,12  Mar-17*,1554.0,JFWL
93,Interest,12  Mar-17*,0.0,JFWL
94,Profit before tax,12  Mar-17*,1004.0,JFWL
95,Minority Interest,12  Mar-17*,0.0,JFWL
