,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15,5145.0,HAWK
1,Other income,12  Mar-15,38.0,HAWK
2,Total revenues,12  Mar-15,5183.0,HAWK
3,Gross profit,12  Mar-15,508.0,HAWK
4,Depreciation,12  Mar-15,36.0,HAWK
5,Interest,12  Mar-15,37.0,HAWK
6,Profit before tax,12  Mar-15,473.0,HAWK
7,Minority Interest,12  Mar-15,0.0,HAWK
8,Prior Period Items,12  Mar-15,0.0,HAWK
9,Extraordinary Inc (Exp),12  Mar-15,0.0,HAWK
10,Tax,12  Mar-15,152.0,HAWK
11,Profit after tax,12  Mar-15,321.0,HAWK
12,Gross profit margin,12  Mar-15,9.9,HAWK
13,Effective tax rate,12  Mar-15,32.1,HAWK
14,Net profit margin,12  Mar-15,6.2,HAWK
15,Current assets,12  Mar-15,1516.0,HAWK
16,Current liabilities,12  Mar-15,1078.0,HAWK
17,Net working cap to sales,12  Mar-15,8.5,HAWK
18,Current ratio,12  Mar-15,1.4,HAWK
19,Inventory Days,12  Mar-15,48.0,HAWK
20,Debtors Days,12  Mar-15,31.0,HAWK
21,Net fixed assets,12  Mar-15,232.0,HAWK
22,Share capital,12  Mar-15,53.0,HAWK
23,"""Free"" reserves",12  Mar-15,536.0,HAWK
24,Net worth,12  Mar-15,589.0,HAWK
25,Long term debt,12  Mar-15,128.0,HAWK
26,Total assets,12  Mar-15,1824.0,HAWK
27,Interest coverage,12  Mar-15,13.8,HAWK
28,Debt to equity ratio,12  Mar-15,0.2,HAWK
29,Sales to assets ratio,12  Mar-15,2.8,HAWK
30,Return on assets,12  Mar-15,19.6,HAWK
31,Return on equity,12  Mar-15,54.5,HAWK
32,Return on capital,12  Mar-15,71.2,HAWK
33,Exports to sales,12  Mar-15,5.7,HAWK
34,Imports to sales,12  Mar-15,0.0,HAWK
35,Exports (fob),12  Mar-15,294.0,HAWK
36,Imports (cif),12  Mar-15,0.0,HAWK
37,Fx inflow,12  Mar-15,302.0,HAWK
38,Fx outflow,12  Mar-15,63.0,HAWK
39,Net fx,12  Mar-15,239.0,HAWK
40,From Operations,12  Mar-15,283.0,HAWK
41,From Investments,12  Mar-15,5.0,HAWK
42,From Financial Activity,12  Mar-15,-476.0,HAWK
43,Net Cashflow,12  Mar-15,-188.0,HAWK
44,Net Sales,12  Mar-16,5444.0,HAWK
45,Other income,12  Mar-16,33.0,HAWK
46,Total revenues,12  Mar-16,5476.0,HAWK
47,Gross profit,12  Mar-16,679.0,HAWK
48,Depreciation,12  Mar-16,35.0,HAWK
49,Interest,12  Mar-16,35.0,HAWK
50,Profit before tax,12  Mar-16,643.0,HAWK
51,Minority Interest,12  Mar-16,0.0,HAWK
52,Prior Period Items,12  Mar-16,0.0,HAWK
53,Extraordinary Inc (Exp),12  Mar-16,-40.0,HAWK
