,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15,22893.0,KNOL
1,Other income,12  Mar-15,476.0,KNOL
2,Total revenues,12  Mar-15,23369.0,KNOL
3,Gross profit,12  Mar-15,3123.0,KNOL
4,Depreciation,12  Mar-15,149.0,KNOL
5,Interest,12  Mar-15,5.0,KNOL
6,Profit before tax,12  Mar-15,3444.0,KNOL
7,Minority Interest,12  Mar-15,0.0,KNOL
8,Prior Period Items,12  Mar-15,0.0,KNOL
9,Extraordinary Inc (Exp),12  Mar-15,0.0,KNOL
10,Tax,12  Mar-15,1154.0,KNOL
11,Profit after tax,12  Mar-15,2290.0,KNOL
12,Gross profit margin,12  Mar-15,13.6,KNOL
13,Effective tax rate,12  Mar-15,33.5,KNOL
14,Net profit margin,12  Mar-15,10.0,KNOL
15,Current assets,12  Mar-15,12362.0,KNOL
16,Current liabilities,12  Mar-15,3171.0,KNOL
17,Net working cap to sales,12  Mar-15,40.1,KNOL
18,Current ratio,12  Mar-15,3.9,KNOL
19,Inventory Days,12  Mar-15,61.0,KNOL
20,Debtors Days,12  Mar-15,21.0,KNOL
21,Net fixed assets,12  Mar-15,1000.0,KNOL
22,Share capital,12  Mar-15,213.0,KNOL
23,"""Free"" reserves",12  Mar-15,9938.0,KNOL
24,Net worth,12  Mar-15,10150.0,KNOL
25,Long term debt,12  Mar-15,0.0,KNOL
26,Total assets,12  Mar-15,13665.0,KNOL
27,Interest coverage,12  Mar-15,689.7,KNOL
28,Debt to equity ratio,12  Mar-15,0.0,KNOL
29,Sales to assets ratio,12  Mar-15,1.7,KNOL
30,Return on assets,12  Mar-15,16.8,KNOL
31,Return on equity,12  Mar-15,22.6,KNOL
32,Return on capital,12  Mar-15,34.0,KNOL
33,Exports to sales,12  Mar-15,0.5,KNOL
34,Imports to sales,12  Mar-15,9.9,KNOL
35,Exports (fob),12  Mar-15,122.0,KNOL
36,Imports (cif),12  Mar-15,2264.0,KNOL
37,Fx inflow,12  Mar-15,215.0,KNOL
38,Fx outflow,12  Mar-15,2737.0,KNOL
39,Net fx,12  Mar-15,-2523.0,KNOL
40,From Operations,12  Mar-15,2148.0,KNOL
41,From Investments,12  Mar-15,-1867.0,KNOL
42,From Financial Activity,12  Mar-15,-576.0,KNOL
43,Net Cashflow,12  Mar-15,-295.0,KNOL
44,Net Sales,12  Mar-16,26456.0,KNOL
45,Other income,12  Mar-16,506.0,KNOL
46,Total revenues,12  Mar-16,26962.0,KNOL
47,Gross profit,12  Mar-16,3644.0,KNOL
48,Depreciation,12  Mar-16,144.0,KNOL
49,Interest,12  Mar-16,25.0,KNOL
50,Profit before tax,12  Mar-16,3980.0,KNOL
51,Minority Interest,12  Mar-16,0.0,KNOL
52,Prior Period Items,12  Mar-16,0.0,KNOL
53,Extraordinary Inc (Exp),12  Mar-16,0.0,KNOL
54,Tax,12  Mar-16,1428.0,KNOL
55,Profit after tax,12  Mar-16,2553.0,KNOL
56,Gross profit margin,12  Mar-16,13.8,KNOL
57,Effective tax rate,12  Mar-16,35.9,KNOL
58,Net profit margin,12  Mar-16,9.6,KNOL
59,Current assets,12  Mar-16,14506.0,KNOL
60,Current liabilities,12  Mar-16,3823.0,KNOL
61,Net working cap to sales,12  Mar-16,40.4,KNOL
62,Current ratio,12  Mar-16,3.8,KNOL
63,Inventory Days,12  Mar-16,51.0,KNOL
64,Debtors Days,12  Mar-16,20.0,KNOL
65,Net fixed assets,12  Mar-16,1113.0,KNOL
66,Share capital,12  Mar-16,213.0,KNOL
67,"""Free"" reserves",12  Mar-16,11744.0,KNOL
68,Net worth,12  Mar-16,11956.0,KNOL
69,Long term debt,12  Mar-16,0.0,KNOL
70,Total assets,12  Mar-16,16165.0,KNOL
71,Interest coverage,12  Mar-16,158.9,KNOL
72,Debt to equity ratio,12  Mar-16,0.0,KNOL
73,Sales to assets ratio,12  Mar-16,1.6,KNOL
74,Return on assets,12  Mar-16,15.9,KNOL
75,Return on equity,12  Mar-16,21.3,KNOL
76,Return on capital,12  Mar-16,33.5,KNOL
77,Exports to sales,12  Mar-16,0.6,KNOL
78,Imports to sales,12  Mar-16,12.6,KNOL
79,Exports (fob),12  Mar-16,162.0,KNOL
80,Imports (cif),12  Mar-16,3322.0,KNOL
81,Fx inflow,12  Mar-16,268.0,KNOL
82,Fx outflow,12  Mar-16,3927.0,KNOL
83,Net fx,12  Mar-16,-3659.0,KNOL
84,From Operations,12  Mar-16,2487.0,KNOL
85,From Investments,12  Mar-16,-772.0,KNOL
86,From Financial Activity,12  Mar-16,-803.0,KNOL
87,Net Cashflow,12  Mar-16,912.0,KNOL
88,Net Sales,12  Mar-17,29026.0,KNOL
89,Other income,12  Mar-17,576.0,KNOL
90,Total revenues,12  Mar-17,29602.0,KNOL
91,Gross profit,12  Mar-17,3973.0,KNOL
92,Depreciation,12  Mar-17,164.0,KNOL
93,Interest,12  Mar-17,20.0,KNOL
94,Profit before tax,12  Mar-17,4365.0,KNOL
95,Minority Interest,12  Mar-17,0.0,KNOL
96,Prior Period Items,12  Mar-17,0.0,KNOL
97,Extraordinary Inc (Exp),12  Mar-17,0.0,KNOL
98,Tax,12  Mar-17,1598.0,KNOL
99,Profit after tax,12  Mar-17,2767.0,KNOL
100,Gross profit margin,12  Mar-17,13.7,KNOL
101,Effective tax rate,12  Mar-17,36.6,KNOL
102,Net profit margin,12  Mar-17,9.5,KNOL
103,Current assets,12  Mar-17,18930.0,KNOL
104,Current liabilities,12  Mar-17,6316.0,KNOL
105,Net working cap to sales,12  Mar-17,43.5,KNOL
106,Current ratio,12  Mar-17,3.0,KNOL
107,Inventory Days,12  Mar-17,63.0,KNOL
108,Debtors Days,12  Mar-17,22.0,KNOL
109,Net fixed assets,12  Mar-17,1159.0,KNOL
110,Share capital,12  Mar-17,213.0,KNOL
111,"""Free"" reserves",12  Mar-17,13657.0,KNOL
112,Net worth,12  Mar-17,13869.0,KNOL
113,Long term debt,12  Mar-17,0.0,KNOL
114,Total assets,12  Mar-17,20658.0,KNOL
115,Interest coverage,12  Mar-17,215.0,KNOL
116,Debt to equity ratio,12  Mar-17,0.0,KNOL
117,Sales to assets ratio,12  Mar-17,1.4,KNOL
118,Return on assets,12  Mar-17,13.5,KNOL
119,Return on equity,12  Mar-17,19.9,KNOL
120,Return on capital,12  Mar-17,31.6,KNOL
121,Exports to sales,12  Mar-17,0.0,KNOL
122,Imports to sales,12  Mar-17,0.0,KNOL
123,Exports (fob),12  Mar-17,0.0,KNOL
124,Imports (cif),12  Mar-17,0.0,KNOL
125,Fx inflow,12  Mar-17,0.0,KNOL
126,Fx outflow,12  Mar-17,0.0,KNOL
127,Net fx,12  Mar-17,0.0,KNOL
128,From Operations,12  Mar-17,3072.0,KNOL
129,From Investments,12  Mar-17,-1554.0,KNOL
130,From Financial Activity,12  Mar-17,-898.0,KNOL
131,Net Cashflow,12  Mar-17,621.0,KNOL
132,Net Sales,12  Mar-18,32985.0,KNOL
133,Other income,12  Mar-18,1170.0,KNOL
134,Total revenues,12  Mar-18,34155.0,KNOL
135,Gross profit,12  Mar-18,5245.0,KNOL
136,Depreciation,12  Mar-18,162.0,KNOL
137,Interest,12  Mar-18,38.0,KNOL
138,Profit before tax,12  Mar-18,6215.0,KNOL
139,Minority Interest,12  Mar-18,0.0,KNOL
140,Prior Period Items,12  Mar-18,0.0,KNOL
141,Extraordinary Inc (Exp),12  Mar-18,0.0,KNOL
142,Tax,12  Mar-18,2203.0,KNOL
143,Profit after tax,12  Mar-18,4012.0,KNOL
144,Gross profit margin,12  Mar-18,15.9,KNOL
145,Effective tax rate,12  Mar-18,35.4,KNOL
146,Net profit margin,12  Mar-18,12.2,KNOL
147,Current assets,12  Mar-18,22311.0,KNOL
148,Current liabilities,12  Mar-18,6681.0,KNOL
149,Net working cap to sales,12  Mar-18,47.4,KNOL
150,Current ratio,12  Mar-18,3.3,KNOL
151,Inventory Days,12  Mar-18,65.0,KNOL
152,Debtors Days,12  Mar-18,29.0,KNOL
153,Net fixed assets,12  Mar-18,835.0,KNOL
154,Share capital,12  Mar-18,213.0,KNOL
155,"""Free"" reserves",12  Mar-18,16715.0,KNOL
156,Net worth,12  Mar-18,16928.0,KNOL
157,Long term debt,12  Mar-18,0.0,KNOL
158,Total assets,12  Mar-18,24162.0,KNOL
159,Interest coverage,12  Mar-18,163.7,KNOL
160,Debt to equity ratio,12  Mar-18,0.0,KNOL
161,Sales to assets ratio,12  Mar-18,1.4,KNOL
162,Return on assets,12  Mar-18,16.8,KNOL
163,Return on equity,12  Mar-18,23.7,KNOL
164,Return on capital,12  Mar-18,36.9,KNOL
165,Exports to sales,12  Mar-18,0.0,KNOL
