,No. of Mths  Year Ending,variable,value,name
0,Interest income,12  Mar-15*,357275.0,UTIB
1,Other income,12  Mar-15*,88381.0,UTIB
2,Interest expense,12  Mar-15*,213413.0,UTIB
3,Net interest income,12  Mar-15*,143862.0,UTIB
4,Operating expense,12  Mar-15*,96099.0,UTIB
5,Provisions/contingencies,12  Mar-15*,23212.0,UTIB
6,Profit before tax,12  Mar-15*,112945.0,UTIB
7,Extraordinary Inc (Exp),12  Mar-15*,0.0,UTIB
8,Minority Interest,12  Mar-15*,-19.0,UTIB
9,Prior Period Items,12  Mar-15*,0.0,UTIB
10,Tax,12  Mar-15*,38447.0,UTIB
11,Profit after tax,12  Mar-15*,74479.0,UTIB
12,Net profit margin,12  Mar-15*,20.8,UTIB
13,Advances,12  Mar-15*,2844487.0,UTIB
14,Deposits,12  Mar-15*,3222442.0,UTIB
15,Credit/Deposit ratio,12  Mar-15*,88.3,UTIB
16,Yield on advances,12  Mar-15*,9.2,UTIB
17,Cost of deposits,12  Mar-15*,5.3,UTIB
18,Net Interest Margin,12  Mar-15*,3.3,UTIB
19,Net fixed assets,12  Mar-15*,25519.0,UTIB
20,Share capital,12  Mar-15*,4741.0,UTIB
21,Free reserves,12  Mar-15*,345481.0,UTIB
22,Net worth,12  Mar-15*,449496.0,UTIB
23,Borrowings,12  Mar-15*,843935.0,UTIB
24,Investments,12  Mar-15*,1185266.0,UTIB
25,Total assets,12  Mar-15*,4672430.0,UTIB
26,Debt/equity ratio,12  Mar-15*,9.0,UTIB
27,Return on assets,12  Mar-15*,1.6,UTIB
28,Return on equity,12  Mar-15*,16.6,UTIB
29,Capital adequacy ratio,12  Mar-15*,15.1,UTIB
30,Net NPAs,12  Mar-15*,0.4,UTIB
31,From Operations,12  Mar-15*,-151625.0,UTIB
32,From Investments,12  Mar-15*,-79122.0,UTIB
33,From Financial Activity,12  Mar-15*,310448.0,UTIB
34,Net Cashflow,12  Mar-15*,79702.0,UTIB
35,Interest income,12  Mar-16*,414093.0,UTIB
36,Other income,12  Mar-16*,99550.0,UTIB
37,Interest expense,12  Mar-16*,243442.0,UTIB
38,Net interest income,12  Mar-16*,170650.0,UTIB
39,Operating expense,12  Mar-16*,106114.0,UTIB
40,Provisions/contingencies,12  Mar-16*,37187.0,UTIB
41,Profit before tax,12  Mar-16*,126899.0,UTIB
42,Extraordinary Inc (Exp),12  Mar-16*,0.0,UTIB
43,Minority Interest,12  Mar-16*,-79.0,UTIB
44,Prior Period Items,12  Mar-16*,0.0,UTIB
45,Tax,12  Mar-16*,43323.0,UTIB
46,Profit after tax,12  Mar-16*,83497.0,UTIB
47,Net profit margin,12  Mar-16*,20.2,UTIB
48,Advances,12  Mar-16*,3446633.0,UTIB
49,Deposits,12  Mar-16*,3583022.0,UTIB
50,Credit/Deposit ratio,12  Mar-16*,96.2,UTIB
51,Yield on advances,12  Mar-16*,8.8,UTIB
52,Cost of deposits,12  Mar-16*,5.2,UTIB
53,Net Interest Margin,12  Mar-16*,3.3,UTIB
54,Net fixed assets,12  Mar-16*,35738.0,UTIB
55,Share capital,12  Mar-16*,4766.0,UTIB
56,Free reserves,12  Mar-16*,410694.0,UTIB
57,Net worth,12  Mar-16*,535588.0,UTIB
58,Borrowings,12  Mar-16*,1138477.0,UTIB
59,Investments,12  Mar-16*,1313986.0,UTIB
60,Total assets,12  Mar-16*,5463866.0,UTIB
61,Debt/equity ratio,12  Mar-16*,8.8,UTIB
62,Return on assets,12  Mar-16*,1.5,UTIB
63,Return on equity,12  Mar-16*,15.6,UTIB
64,Capital adequacy ratio,12  Mar-16*,15.3,UTIB
65,Net NPAs,12  Mar-16*,0.7,UTIB
66,From Operations,12  Mar-16*,-344947.0,UTIB
67,From Investments,12  Mar-16*,92253.0,UTIB
68,From Financial Activity,12  Mar-16*,224947.0,UTIB
69,Net Cashflow,12  Mar-16*,-27747.0,UTIB
70,Interest income,12  Mar-17*,451751.0,UTIB
71,Other income,12  Mar-17*,124216.0,UTIB
72,Interest expense,12  Mar-17*,267894.0,UTIB
73,Net interest income,12  Mar-17*,183857.0,UTIB
74,Operating expense,12  Mar-17*,127256.0,UTIB
75,Provisions/contingencies,12  Mar-17*,121279.0,UTIB
76,Profit before tax,12  Mar-17*,59538.0,UTIB
77,Extraordinary Inc (Exp),12  Mar-17*,0.0,UTIB
78,Minority Interest,12  Mar-17*,-140.0,UTIB
79,Prior Period Items,12  Mar-17*,0.0,UTIB
80,Tax,12  Mar-17*,19868.0,UTIB
81,Profit after tax,12  Mar-17*,39530.0,UTIB
82,Net profit margin,12  Mar-17*,8.8,UTIB
83,Advances,12  Mar-17*,3811647.0,UTIB
84,Deposits,12  Mar-17*,4149827.0,UTIB
85,Credit/Deposit ratio,12  Mar-17*,91.9,UTIB
86,Yield on advances,12  Mar-17*,8.8,UTIB
87,Cost of deposits,12  Mar-17*,4.7,UTIB
88,Net Interest Margin,12  Mar-17*,3.3,UTIB
89,Net fixed assets,12  Mar-17*,38102.0,UTIB
90,Share capital,12  Mar-17*,4790.0,UTIB
91,Free reserves,12  Mar-17*,422807.0,UTIB
92,Net worth,12  Mar-17*,563804.0,UTIB
93,Borrowings,12  Mar-17*,1124548.0,UTIB
94,Investments,12  Mar-17*,1290184.0,UTIB
95,Total assets,12  Mar-17*,6114620.0,UTIB
96,Debt/equity ratio,12  Mar-17*,9.4,UTIB
97,Return on assets,12  Mar-17*,0.6,UTIB
98,Return on equity,12  Mar-17*,7.0,UTIB
99,Capital adequacy ratio,12  Mar-17*,15.0,UTIB
100,Net NPAs,12  Mar-17*,2.1,UTIB
101,From Operations,12  Mar-17*,322086.0,UTIB
102,From Investments,12  Mar-17*,-124432.0,UTIB
103,From Financial Activity,12  Mar-17*,-24869.0,UTIB
