,No. of Mths  Year Ending,variable,value,name
0,Net Sales,12  Mar-15*,16929.0,CCOFF
1,Other income,12  Mar-15*,89.0,CCOFF
2,Total revenues,12  Mar-15*,17019.0,CCOFF
3,Gross profit,12  Mar-15*,3415.0,CCOFF
4,Depreciation,12  Mar-15*,518.0,CCOFF
5,Interest,12  Mar-15*,395.0,CCOFF
6,Profit before tax,12  Mar-15*,2592.0,CCOFF
7,Minority Interest,12  Mar-15*,-499.0,CCOFF
8,Prior Period Items,12  Mar-15*,0.0,CCOFF
9,Extraordinary Inc (Exp),12  Mar-15*,65.0,CCOFF
10,Tax,12  Mar-15*,955.0,CCOFF
11,Profit after tax,12  Mar-15*,1204.0,CCOFF
12,Gross profit margin,12  Mar-15*,20.2,CCOFF
13,Effective tax rate,12  Mar-15*,36.8,CCOFF
14,Net profit margin,12  Mar-15*,7.1,CCOFF
15,Current assets,12  Mar-15*,6459.0,CCOFF
16,Current liabilities,12  Mar-15*,4203.0,CCOFF
17,Net working cap to sales,12  Mar-15*,13.3,CCOFF
18,Current ratio,12  Mar-15*,1.5,CCOFF
19,Inventory Days,12  Mar-15*,70.0,CCOFF
20,Debtors Days,12  Mar-15*,32.0,CCOFF
21,Net fixed assets,12  Mar-15*,17539.0,CCOFF
22,Share capital,12  Mar-15*,187.0,CCOFF
23,"""Free"" reserves",12  Mar-15*,8331.0,CCOFF
24,Net worth,12  Mar-15*,8518.0,CCOFF
25,Long term debt,12  Mar-15*,7210.0,CCOFF
26,Total assets,12  Mar-15*,24238.0,CCOFF
27,Interest coverage,12  Mar-15*,7.6,CCOFF
28,Debt to equity ratio,12  Mar-15*,0.8,CCOFF
29,Sales to assets ratio,12  Mar-15*,0.7,CCOFF
30,Return on assets,12  Mar-15*,6.6,CCOFF
31,Return on equity,12  Mar-15*,14.1,CCOFF
32,Return on capital,12  Mar-15*,16.2,CCOFF
33,Exports to sales,12  Mar-15*,25.5,CCOFF
34,Imports to sales,12  Mar-15*,9.4,CCOFF
35,Exports (fob),12  Mar-15*,4321.0,CCOFF
36,Imports (cif),12  Mar-15*,1590.0,CCOFF
37,Fx inflow,12  Mar-15*,4587.0,CCOFF
38,Fx outflow,12  Mar-15*,1617.0,CCOFF
39,Net fx,12  Mar-15*,2970.0,CCOFF
40,From Operations,12  Mar-15*,2380.0,CCOFF
