,No. of Mths  Year Ending,variable,value,name
0,Interest income,12  Mar-15,14224.0,DCBL
1,Other income,12  Mar-15,1657.0,DCBL
2,Interest expense,12  Mar-15,9142.0,DCBL
3,Net interest income,12  Mar-15,5082.0,DCBL
4,Operating expense,12  Mar-15,3965.0,DCBL
5,Provisions/contingencies,12  Mar-15,694.0,DCBL
6,Profit before tax,12  Mar-15,2080.0,DCBL
7,Extraordinary Inc (Exp),12  Mar-15,0.0,DCBL
8,Minority Interest,12  Mar-15,0.0,DCBL
9,Prior Period Items,12  Mar-15,0.0,DCBL
10,Tax,12  Mar-15,169.0,DCBL
11,Profit after tax,12  Mar-15,1912.0,DCBL
12,Net profit margin,12  Mar-15,13.4,DCBL
13,Advances,12  Mar-15,104651.0,DCBL
14,Deposits,12  Mar-15,126091.0,DCBL
15,Credit/Deposit ratio,12  Mar-15,83.0,DCBL
16,Yield on advances,12  Mar-15,10.5,DCBL
17,Cost of deposits,12  Mar-15,6.7,DCBL
18,Net Interest Margin,12  Mar-15,3.2,DCBL
19,Net fixed assets,12  Mar-15,2367.0,DCBL
20,Share capital,12  Mar-15,2820.0,DCBL
21,Free reserves,12  Mar-15,10203.0,DCBL
22,Net worth,12  Mar-15,15886.0,DCBL
23,Borrowings,12  Mar-15,11638.0,DCBL
24,Investments,12  Mar-15,44706.0,DCBL
25,Total assets,12  Mar-15,161323.0,DCBL
26,Debt/equity ratio,12  Mar-15,8.7,DCBL
27,Return on assets,12  Mar-15,1.2,DCBL
28,Return on equity,12  Mar-15,12.0,DCBL
29,Capital adequacy ratio,12  Mar-15,15.0,DCBL
30,Net NPAs,12  Mar-15,1.0,DCBL
31,From Operations,12  Mar-15,-4957.0,DCBL
32,From Investments,12  Mar-15,-288.0,DCBL
33,From Financial Activity,12  Mar-15,5541.0,DCBL
34,Net Cashflow,12  Mar-15,296.0,DCBL
35,Interest income,12  Mar-16,16985.0,DCBL
36,Other income,12  Mar-16,2205.0,DCBL
37,Interest expense,12  Mar-16,10790.0,DCBL
38,Net interest income,12  Mar-16,6195.0,DCBL
39,Operating expense,12  Mar-16,4909.0,DCBL
40,Provisions/contingencies,12  Mar-16,879.0,DCBL
41,Profit before tax,12  Mar-16,2611.0,DCBL
42,Extraordinary Inc (Exp),12  Mar-16,0.0,DCBL
43,Minority Interest,12  Mar-16,0.0,DCBL
44,Prior Period Items,12  Mar-16,0.0,DCBL
45,Tax,12  Mar-16,666.0,DCBL
46,Profit after tax,12  Mar-16,1945.0,DCBL
47,Net profit margin,12  Mar-16,11.5,DCBL
48,Advances,12  Mar-16,129214.0,DCBL
49,Deposits,12  Mar-16,149260.0,DCBL
50,Credit/Deposit ratio,12  Mar-16,86.6,DCBL
51,Yield on advances,12  Mar-16,10.5,DCBL
52,Cost of deposits,12  Mar-16,6.8,DCBL
53,Net Interest Margin,12  Mar-16,3.4,DCBL
54,Net fixed assets,12  Mar-16,2480.0,DCBL
55,Share capital,12  Mar-16,2844.0,DCBL
56,Free reserves,12  Mar-16,11689.0,DCBL
57,Net worth,12  Mar-16,17922.0,DCBL
58,Borrowings,12  Mar-16,11479.0,DCBL
59,Investments,12  Mar-16,43333.0,DCBL
60,Total assets,12  Mar-16,191185.0,DCBL
61,Debt/equity ratio,12  Mar-16,9.0,DCBL
62,Return on assets,12  Mar-16,1.0,DCBL
63,Return on equity,12  Mar-16,10.9,DCBL
64,Capital adequacy ratio,12  Mar-16,14.1,DCBL
65,Net NPAs,12  Mar-16,0.8,DCBL
66,From Operations,12  Mar-16,2196.0,DCBL
67,From Investments,12  Mar-16,-409.0,DCBL
68,From Financial Activity,12  Mar-16,-64.0,DCBL
69,Net Cashflow,12  Mar-16,1724.0,DCBL
70,Interest income,12  Mar-17,20762.0,DCBL
71,Other income,12  Mar-17,2489.0,DCBL
72,Interest expense,12  Mar-17,12791.0,DCBL
