,0,1,name
0,Price,411.2,BPCL
1,Mkt Cap,891293.0,BPCL
2,Vol,14.8,BPCL
3,P/E,33.2,BPCL
4,P/CF,8.1,BPCL
5,EPS (TTM),12.4,BPCL
6,% ch,0.4,BPCL
7,No. of shares,2167.81,BPCL
8,% ch week,0.8,BPCL
9,% ch 1-mth,-8.3,BPCL
10,% ch 12-mth,22.6,BPCL
11,52 week H/L,549.7/252.0,BPCL
12,52weekHigh,549.7,BPCL
13,52weekLow,252.0,BPCL
14,Indian Promoters,54.9%,BPCL
15,Foreign collaborators,0.0%,BPCL
16,Indian inst/Mut Fund,15.9%,BPCL
17,FIIs,12.2%,BPCL
18,ADR/GDR,0.0%,BPCL
19,Free float,16.9%,BPCL
20,Shareholders,87110,BPCL
21,Pledged promoter(s) holding,0.0%,BPCL
22,REGD OFF,"Bharat Bhavan, 4 & 6 Currimbhoy Road, Ballard Estate, Mumbai - 400 001",BPCL
23,E-MAIL,ssc@bharatpetroleum.in,BPCL
24,TELEPHONE,(022) 2271 3435,BPCL
25,SECTOR,ENERGY SOURCES,BPCL
26,TR AGENT,"Data Software Research, Pycroft Garden Rd., Nungambakkam, Chennai-06",BPCL
27,AUDITOR,Haribhakti & Co.,BPCL
28,CHM, S. Varadarajan (MD),BPCL
29,COMP SEC, S. V. Kulkarni,BPCL
30,YEAR OF INC, 1952,BPCL
31,BSE CODE, 500547,BPCL
32,FV (Rs), 10,BPCL
33,DIV YIELD (%), 4.2,BPCL
