,0,1,name
0,Price,324.7,TTCH
1,Mkt Cap,82708.0,TTCH
2,Vol,435.7,TTCH
3,P/E,8.8,TTCH
4,P/CF,4.4,TTCH
5,EPS (TTM),36.8,TTCH
6,% ch,3.0,TTCH
7,No. of shares,254.76,TTCH
8,% ch week,11.2,TTCH
9,% ch 1-mth,7.6,TTCH
10,% ch 12-mth,-41.7,TTCH
11,52 week H/L,779.3/197.4,TTCH
12,52weekHigh,779.3,TTCH
13,52weekLow,197.4,TTCH
14,Indian Promoters,31.1%,TTCH
15,Foreign collaborators,0.0%,TTCH
16,Indian inst/Mut Fund,23.7%,TTCH
17,FIIs,21.9%,TTCH
18,ADR/GDR,0.0%,TTCH
19,Free float,23.3%,TTCH
20,Shareholders,196132,TTCH
21,Pledged promoter(s) holding,4.7%,TTCH
22,REGD OFF,"Bombay House, 24, Homi Mody Street, Mumbai - 400 001",TTCH
23,E-MAIL,investors@tatachemicals.com,TTCH
24,TELEPHONE,(022) 6665 8282,TTCH
25,SECTOR,FERTILIZERS,TTCH
26,TR AGENT,"TSR Darashaw, H. Moosa Patrawala Indl. Est., E.Moses Rd., Mumbai-11",TTCH
27,AUDITOR,Deloitte Haskins & Sells,TTCH
28,CHM, Cyrus P. Mistry,TTCH
29,COMP SEC, Rajiv Chandan,TTCH
30,YEAR OF INC, 1939,TTCH
31,BSE CODE, 500770,TTCH
32,FV (Rs), 10,TTCH
33,DIV YIELD (%), 3.9,TTCH
