,0,1,name
0,Price,1881.9,CRISIL
1,Mkt Cap,136061.0,CRISIL
2,Vol,0.3,CRISIL
3,P/E,38.3,CRISIL
4,P/CF,33.5,CRISIL
5,EPS (TTM),49.2,CRISIL
6,% ch,2.3,CRISIL
7,No. of shares,72.30,CRISIL
8,% ch week,9.4,CRISIL
9,% ch 1-mth,8.8,CRISIL
10,% ch 12-mth,45.8,CRISIL
11,52 week H/L,"2,070.0/1,083.5",CRISIL
12,52weekHigh,"2,070.0",CRISIL
13,52weekLow,"1,083.5",CRISIL
14,Indian Promoters,0.0%,CRISIL
15,Foreign collaborators,67.7%,CRISIL
16,Indian inst/Mut Fund,10.4%,CRISIL
17,FIIs,8.0%,CRISIL
18,ADR/GDR,0.0%,CRISIL
19,Free float,13.9%,CRISIL
20,Shareholders,13041,CRISIL
21,Pledged promoter(s) holding,0.0%,CRISIL
22,REGD OFF,"CRISIL House, Central Avenue, Hiranandani Business Park, Powai, Mumbai-76",CRISIL
23,E-MAIL,investors@crisil.com,CRISIL
24,TELEPHONE,(022) 3342 3000,CRISIL
25,SECTOR,RATING AGENCIES,CRISIL
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",CRISIL
27,AUDITOR,S. R. Batliboi & Co.,CRISIL
28,CHM, Douglas Peterson,CRISIL
29,COMP SEC, Neelabja Chakrabarty,CRISIL
30,YEAR OF INC, 1987,CRISIL
31,BSE CODE, 500092,CRISIL
32,FV (Rs), 1,CRISIL
33,DIV YIELD (%), 1.6,CRISIL
