,0,1,name
0,Price,82.4,SHVM
1,Mkt Cap,3565.0,SHVM
2,Vol,6.0,SHVM
3,P/E,-12.2,SHVM
4,P/CF,4.3,SHVM
5,EPS (TTM),-6.7,SHVM
6,% ch,-2.3,SHVM
7,No. of shares,43.29,SHVM
8,% ch week,16.9,SHVM
9,% ch 1-mth,13.7,SHVM
10,% ch 12-mth,-8.3,SHVM
11,52 week H/L,120.0/44.7,SHVM
12,52weekHigh,120.0,SHVM
13,52weekLow,44.7,SHVM
14,Indian Promoters,46.9%,SHVM
15,Foreign collaborators,0.0%,SHVM
16,Indian inst/Mut Fund,13.9%,SHVM
17,FIIs,5.9%,SHVM
18,ADR/GDR,0.0%,SHVM
19,Free float,33.2%,SHVM
20,Shareholders,11306,SHVM
21,Pledged promoter(s) holding,3.0%,SHVM
22,REGD OFF,"Survey No. 92, Tathawade, Taluka Mulshi, Pune - 411 033",SHVM
23,E-MAIL,cs@sanghvicranes.com,SHVM
24,TELEPHONE,(020) 6674 4700,SHVM
25,SECTOR,CAPITAL GOODS,SHVM
26,TR AGENT,"Link Intime India, C-13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",SHVM
27,AUDITOR,B. S. R & Co.,SHVM
28,CHM, C. P. Sanghvi (MD),SHVM
29,COMP SEC, Rajesh P. Likhite,SHVM
30,YEAR OF INC, 1989,SHVM
31,BSE CODE, 530073,SHVM
32,FV (Rs), 2,SHVM
33,DIV YIELD (%), -,SHVM
