,0,1,name
0,Price,180.5,FUJI
1,Mkt Cap,40603.0,FUJI
2,Vol,14.2,FUJI
3,P/E,14.9,FUJI
4,P/CF,13.0,FUJI
5,EPS (TTM),12.1,FUJI
6,% ch,0.4,FUJI
7,No. of shares,225.01,FUJI
8,% ch week,4.5,FUJI
9,% ch 1-mth,25.0,FUJI
10,% ch 12-mth,-19.6,FUJI
11,52 week H/L,229.8/63.7,FUJI
12,52weekHigh,229.8,FUJI
13,52weekLow,63.7,FUJI
14,Indian Promoters,45.3%,FUJI
15,Foreign collaborators,2.3%,FUJI
16,Indian inst/Mut Fund,0.5%,FUJI
17,FIIs,13.0%,FUJI
18,ADR/GDR,0.0%,FUJI
19,Free float,38.8%,FUJI
20,Shareholders,25534,FUJI
21,Pledged promoter(s) holding,0.0%,FUJI
22,REGD OFF,"MIDC, Off Nagar Rd., Zensar Knowledge Park, Kharadi, Plot 4, Pune-14",FUJI
23,E-MAIL,investor@zensar.com,FUJI
24,TELEPHONE,(020) 66074000,FUJI
25,SECTOR,SOFTWARE,FUJI
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, 2nd Flr., Andheri (E), Mumbai-72",FUJI
27,AUDITOR,Price Waterhouse,FUJI
28,CHM, H. V. Goenka,FUJI
29,COMP SEC, Nilesh Limaye,FUJI
30,YEAR OF INC, 1963,FUJI
31,BSE CODE, 504067,FUJI
32,FV (Rs), 10,FUJI
33,DIV YIELD (%), 1.3,FUJI
