,0,1,name
0,Price,255.0,AHLU
1,Mkt Cap,17082.0,AHLU
2,Vol,0.8,AHLU
3,P/E,20.9,AHLU
4,P/CF,11.8,AHLU
5,EPS (TTM),12.2,AHLU
6,% ch,1.9,AHLU
7,No. of shares,66.99,AHLU
8,% ch week,2.1,AHLU
9,% ch 1-mth,15.7,AHLU
10,% ch 12-mth,-15.3,AHLU
11,52 week H/L,369.3/136.1,AHLU
12,52weekHigh,369.3,AHLU
13,52weekLow,136.1,AHLU
14,Indian Promoters,72.6%,AHLU
15,Foreign collaborators,0.0%,AHLU
16,Indian inst/Mut Fund,2.4%,AHLU
17,FIIs,12.6%,AHLU
18,ADR/GDR,0.0%,AHLU
19,Free float,12.5%,AHLU
20,Shareholders,6737,AHLU
21,Pledged promoter(s) holding,29.5%,AHLU
22,REGD OFF,"A-177, Okhla Industrial Area, Phase-I, New Delhi - 110 020",AHLU
23,E-MAIL,vktiwari@acilnet.com,AHLU
24,TELEPHONE,(011) 4941 0502,AHLU
25,SECTOR,CONSTRUCTION,AHLU
26,TR AGENT,"Link Intime India, 44, Naraina Indl. Area, Phase II, New Delhi-28",AHLU
27,AUDITOR,Arun K. Gupta & Assoc.,AHLU
28,CHM, Bikramjit Ahluwalia (MD),AHLU
29,COMP SEC, Vipin Kumar Tiwari,AHLU
30,YEAR OF INC, 1979,AHLU
31,BSE CODE, 532811,AHLU
32,FV (Rs), 2,AHLU
33,DIV YIELD (%), 0.1,AHLU
