,0,1,name
0,Price,1492.3,ESBI
1,Mkt Cap,22970.0,ESBI
2,Vol,3.3,ESBI
3,P/E,32.2,ESBI
4,P/CF,33.6,ESBI
5,EPS (TTM),46.4,ESBI
6,% ch,1.8,ESBI
7,No. of shares,15.39,ESBI
8,% ch week,11.8,ESBI
9,% ch 1-mth,10.7,ESBI
10,% ch 12-mth,46.2,ESBI
11,52 week H/L,"1,727.0/870.0",ESBI
12,52weekHigh,"1,727.0",ESBI
13,52weekLow,870.0,ESBI
14,Indian Promoters,0.0%,ESBI
15,Foreign collaborators,73.7%,ESBI
16,Indian inst/Mut Fund,0.1%,ESBI
17,FIIs,11.1%,ESBI
18,ADR/GDR,0.0%,ESBI
19,Free float,15.1%,ESBI
20,Shareholders,11258,ESBI
21,Pledged promoter(s) holding,0.0%,ESBI
22,REGD OFF,"Plot 13, 3rd Main Road, Industrial Estate, Ambattur, Chennai - 600 058",ESBI
23,E-MAIL,venkatakrishnan.s@esab.co.in,ESBI
24,TELEPHONE,(044) 4228 1100,ESBI
25,SECTOR,CAPITAL GOODS,ESBI
26,TR AGENT,"Integrated Enterp., II Flr., Kences Tower, North Usman Rd., Chennai-17",ESBI
27,AUDITOR,BSR & Co.,ESBI
28,CHM, D. A. Pryor,ESBI
29,COMP SEC, S. Venkatakrishnan,ESBI
30,YEAR OF INC, 1987,ESBI
31,BSE CODE, 500133,ESBI
32,FV (Rs), 10,ESBI
33,DIV YIELD (%), 6.0,ESBI
