,0,1,name
0,Price,140.0,COIND
1,Mkt Cap,884291.0,COIND
2,Vol,13.2,COIND
3,P/E,5.3,COIND
4,P/CF,4.2,COIND
5,EPS (TTM),26.4,COIND
6,% ch,0.2,COIND
7,No. of shares,6316.36,COIND
8,% ch week,3.0,COIND
9,% ch 1-mth,6.4,COIND
10,% ch 12-mth,-25.8,COIND
11,52 week H/L,217.9/119.3,COIND
12,52weekHigh,217.9,COIND
13,52weekLow,119.3,COIND
14,Indian Promoters,89.7%,COIND
15,Foreign collaborators,0.0%,COIND
16,Indian inst/Mut Fund,2.8%,COIND
17,FIIs,5.5%,COIND
18,ADR/GDR,0.0%,COIND
19,Free float,2.0%,COIND
20,Shareholders,596244,COIND
21,Pledged promoter(s) holding,0.0%,COIND
22,REGD OFF,"Coal Bhawan, 10, Netaji Subhas Road, Kolkata - 700 001",COIND
23,E-MAIL,complianceofficer@coalindia.in,COIND
24,TELEPHONE,(033) 2248 5123,COIND
25,SECTOR,MINING/MINERALS,COIND
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",COIND
27,AUDITOR,De Chakraborty & Sen,COIND
28,CHM, A. K Dubey (MD),COIND
29,COMP SEC, M. Viswanathan,COIND
30,YEAR OF INC, 1973,COIND
31,BSE CODE, 533278,COIND
32,FV (Rs), 10,COIND
33,DIV YIELD (%), 9.1,COIND
