,0,1,name
0,Price,2.6,MPRJ
1,Mkt Cap,195.0,MPRJ
2,Vol,17.0,MPRJ
3,P/E,-0.7,MPRJ
4,P/CF,-0.1,MPRJ
5,EPS (TTM),-3.6,MPRJ
6,% ch,2.7,MPRJ
7,No. of shares,73.79,MPRJ
8,% ch week,10.0,MPRJ
9,% ch 1-mth,0.0,MPRJ
10,% ch 12-mth,-46.1,MPRJ
11,52 week H/L,5.4/1.5,MPRJ
12,52weekHigh,5.4,MPRJ
13,52weekLow,1.5,MPRJ
14,Indian Promoters,58.9%,MPRJ
15,Foreign collaborators,0.0%,MPRJ
16,Indian inst/Mut Fund,3.8%,MPRJ
17,FIIs,0.5%,MPRJ
18,ADR/GDR,0.0%,MPRJ
19,Free float,36.8%,MPRJ
20,Shareholders,13309,MPRJ
21,Pledged promoter(s) holding,0.0%,MPRJ
22,REGD OFF,"1-7-70, Madhu Complex, Jubilipura, Khammam - 507 003",MPRJ
23,E-MAIL,cs@madhucon.com,MPRJ
24,TELEPHONE,(040) 2355 6001,MPRJ
25,SECTOR,CONSTRUCTION,MPRJ
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",MPRJ
27,AUDITOR,Kota & Co.,MPRJ
28,CHM, N. Seethaiah (MD),MPRJ
29,COMP SEC, Nutan Singh,MPRJ
30,YEAR OF INC, 1983,MPRJ
31,BSE CODE, 531497,MPRJ
32,FV (Rs), 1,MPRJ
33,DIV YIELD (%), -,MPRJ
