,0,1,name
0,Price,37.7,NALCO
1,Mkt Cap,97033.0,NALCO
2,Vol,928.6,NALCO
3,P/E,70.2,NALCO
4,P/CF,4.4,NALCO
5,EPS (TTM),0.5,NALCO
6,% ch,-1.3,NALCO
7,No. of shares,2577.24,NALCO
8,% ch week,5.5,NALCO
9,% ch 1-mth,13.1,NALCO
10,% ch 12-mth,-6.5,NALCO
11,52 week H/L,49.3/24.5,NALCO
12,52weekHigh,49.3,NALCO
13,52weekLow,24.5,NALCO
14,Indian Promoters,80.9%,NALCO
15,Foreign collaborators,0.0%,NALCO
16,Indian inst/Mut Fund,9.5%,NALCO
17,FIIs,3.3%,NALCO
18,ADR/GDR,0.0%,NALCO
19,Free float,6.3%,NALCO
20,Shareholders,72305,NALCO
21,Pledged promoter(s) holding,0.0%,NALCO
22,REGD OFF,"Nalco Bhawan, Plot No. P/1, Nayapalli, Bhubaneswar - 751 061",NALCO
23,E-MAIL,knravindra@nalcoindia.co.in,NALCO
24,TELEPHONE,(0674) 2301 988/99,NALCO
25,SECTOR,ALUMINIUM,NALCO
26,TR AGENT,Inhouse,NALCO
27,AUDITOR,C. K. Prusty & Associates,NALCO
28,CHM, Ansuman Das),NALCO
29,COMP SEC, K. N. Ravindra,NALCO
30,YEAR OF INC, 1981,NALCO
31,BSE CODE, 532234,NALCO
32,FV (Rs), 5,NALCO
33,DIV YIELD (%), 11.1,NALCO
