,0,1,name
0,Price,880.2,CEAT
1,Mkt Cap,35602.0,CEAT
2,Vol,26.2,CEAT
3,P/E,16.7,CEAT
4,P/CF,8.4,CEAT
5,EPS (TTM),52.6,CEAT
6,% ch,1.4,CEAT
7,No. of shares,40.45,CEAT
8,% ch week,1.4,CEAT
9,% ch 1-mth,3.5,CEAT
10,% ch 12-mth,-2.0,CEAT
11,52 week H/L,"1,101.0/601.5",CEAT
12,52weekHigh,"1,101.0",CEAT
13,52weekLow,601.5,CEAT
14,Indian Promoters,52.2%,CEAT
15,Foreign collaborators,5.0%,CEAT
16,Indian inst/Mut Fund,6.3%,CEAT
17,FIIs,11.8%,CEAT
18,ADR/GDR,0.0%,CEAT
19,Free float,24.9%,CEAT
20,Shareholders,54444,CEAT
21,Pledged promoter(s) holding,0.0%,CEAT
22,REGD OFF,"CEAT Mahal, 463, Dr. Annie Besant Road, Worli, Mumbai - 400 030",CEAT
23,E-MAIL,investors@ceat.in,CEAT
24,TELEPHONE,(022) 2493 0621,CEAT
25,SECTOR,TYRES,CEAT
26,TR AGENT,"TSR Darashaw, H. Moosa Patrawala Ind. Est., E.Moses Rd., Mumbai-11",CEAT
27,AUDITOR,S. R. Batliboi & Assoc.,CEAT
28,CHM, H. V. Goenka,CEAT
29,COMP SEC, H. N. Singh Rajpoot,CEAT
30,YEAR OF INC, 1958,CEAT
31,BSE CODE, 500878,CEAT
32,FV (Rs), 10,CEAT
33,DIV YIELD (%), 1.4,CEAT
