,0,1,name
0,Price,46.8,TTECH
1,Mkt Cap,9823.0,TTECH
2,Vol,91.3,TTECH
3,P/E,5.6,TTECH
4,P/CF,3.0,TTECH
5,EPS (TTM),8.3,TTECH
6,% ch,3.5,TTECH
7,No. of shares,210.12,TTECH
8,% ch week,20.0,TTECH
9,% ch 1-mth,17.6,TTECH
10,% ch 12-mth,-24.8,TTECH
11,52 week H/L,73.9/22.8,TTECH
12,52weekHigh,73.9,TTECH
13,52weekLow,22.8,TTECH
14,Indian Promoters,58.5%,TTECH
15,Foreign collaborators,0.0%,TTECH
16,Indian inst/Mut Fund,9.1%,TTECH
17,FIIs,19.2%,TTECH
18,ADR/GDR,0.0%,TTECH
19,Free float,13.1%,TTECH
20,Shareholders,19139,TTECH
21,Pledged promoter(s) holding,17.6%,TTECH
22,REGD OFF,"213, Sabari, Kachigam, Daman & Diu - 396 210",TTECH
23,E-MAIL,investors@timetechnoplast.com,TTECH
24,TELEPHONE,(022) 7111 9999,TTECH
25,SECTOR,PLASTICS,TTECH
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",TTECH
27,AUDITOR,Raman S. Shah & Assoc.,TTECH
28,CHM, K. N. Venkatasubramanian,TTECH
29,COMP SEC, Niklank Jain,TTECH
30,YEAR OF INC, 1989,TTECH
31,BSE CODE, 532856,TTECH
32,FV (Rs), 1,TTECH
33,DIV YIELD (%), 1.8,TTECH
