,0,1,name
0,Price,1089.5,BJTM
1,Mkt Cap,14359.0,BJTM
2,Vol,17.7,BJTM
3,P/E,24.7,BJTM
4,P/CF,4.8,BJTM
5,EPS (TTM),44.2,BJTM
6,% ch,-0.1,BJTM
7,No. of shares,13.18,BJTM
8,% ch week,15.4,BJTM
9,% ch 1-mth,20.0,BJTM
10,% ch 12-mth,-13.4,BJTM
11,52 week H/L,"1,502.0/580.0",BJTM
12,52weekHigh,"1,502.0",BJTM
13,52weekLow,580.0,BJTM
14,Indian Promoters,59.4%,BJTM
15,Foreign collaborators,0.0%,BJTM
16,Indian inst/Mut Fund,0.7%,BJTM
17,FIIs,5.8%,BJTM
18,ADR/GDR,0.0%,BJTM
19,Free float,34.1%,BJTM
20,Shareholders,18200,BJTM
21,Pledged promoter(s) holding,0.0%,BJTM
22,REGD OFF,"Mumbai-Pune Road, Akurdi, Pune - 411 035",BJTM
23,E-MAIL,compliance-officer@forcemotors.com,BJTM
24,TELEPHONE,(020) 2747 6381,BJTM
25,SECTOR,AUTOMOBILES/VEHICLES,BJTM
26,TR AGENT,"Link Intime India, 202, A-Wing, 2nd Floor, Akshay Complex, Pune-01",BJTM
27,AUDITOR,P. G. Bhagwat,BJTM
28,CHM, Abhay Firodia,BJTM
29,COMP SEC, Aparna. G. Lambore,BJTM
30,YEAR OF INC, 1958,BJTM
31,BSE CODE, 500033,BJTM
32,FV (Rs), 10,BJTM
33,DIV YIELD (%), 0.9,BJTM
