,0,1,name
0,Price,722.1,BEML
1,Mkt Cap,30256.0,BEML
2,Vol,52.5,BEML
3,P/E,93.2,BEML
4,P/CF,15.5,BEML
5,EPS (TTM),7.8,BEML
6,% ch,0.5,BEML
7,No. of shares,41.90,BEML
8,% ch week,0.8,BEML
9,% ch 1-mth,7.8,BEML
10,% ch 12-mth,-3.7,BEML
11,52 week H/L,"1,108.2/369.6",BEML
12,52weekHigh,"1,108.2",BEML
13,52weekLow,369.6,BEML
14,Indian Promoters,54.0%,BEML
15,Foreign collaborators,0.0%,BEML
16,Indian inst/Mut Fund,23.6%,BEML
17,FIIs,3.5%,BEML
18,ADR/GDR,0.0%,BEML
19,Free float,18.9%,BEML
20,Shareholders,67922,BEML
21,Pledged promoter(s) holding,0.0%,BEML
22,REGD OFF,"BEML Soudha, 23/1, 4th Main, S. R. Nagar, Bangalore - 560 027",BEML
23,E-MAIL,medappak@cs.beml.co.in,BEML
24,TELEPHONE,(080) 2296 3142,BEML
25,SECTOR,CAPITAL GOODS,BEML
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",BEML
27,AUDITOR,Padmanabhan Ramani,BEML
28,CHM, P. Dwarakanath (MD),BEML
29,COMP SEC, M. E. V Selvamm,BEML
30,YEAR OF INC, 1964,BEML
31,BSE CODE, 500048,BEML
32,FV (Rs), 10,BEML
33,DIV YIELD (%), 1.1,BEML
