,0,1,name
0,Price,80.7,GRVS
1,Mkt Cap,19708.0,GRVS
2,Vol,62.7,GRVS
3,P/E,13.4,GRVS
4,P/CF,9.2,GRVS
5,EPS (TTM),6.0,GRVS
6,% ch,-0.1,GRVS
7,No. of shares,244.21,GRVS
8,% ch week,-3.8,GRVS
9,% ch 1-mth,-4.8,GRVS
10,% ch 12-mth,-35.1,GRVS
11,52 week H/L,154.2/66.3,GRVS
12,52weekHigh,154.2,GRVS
13,52weekLow,66.3,GRVS
14,Indian Promoters,51.5%,GRVS
15,Foreign collaborators,0.0%,GRVS
16,Indian inst/Mut Fund,32.0%,GRVS
17,FIIs,4.0%,GRVS
18,ADR/GDR,0.0%,GRVS
19,Free float,12.5%,GRVS
20,Shareholders,40512,GRVS
21,Pledged promoter(s) holding,0.0%,GRVS
22,REGD OFF,"Industry Manor, Appasaheb Marathe Marg, Prabhadevi, Mumbai - 400 025",GRVS
23,E-MAIL,investorservices@greavescotton.com,GRVS
24,TELEPHONE,(022) 2439 7575,GRVS
25,SECTOR,CAPITAL GOODS,GRVS
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, 2nd Flr., Andheri (E), Mumbai-72",GRVS
27,AUDITOR,"Walker, Chandiok & Co.",GRVS
28,CHM, Karan Thapar,GRVS
29,COMP SEC, Monica Chopra,GRVS
30,YEAR OF INC, 1922,GRVS
31,BSE CODE, 501455,GRVS
32,FV (Rs), 2,GRVS
33,DIV YIELD (%), 5.0,GRVS
