,0,1,name
0,Price,50.3,JNST
1,Mkt Cap,11387.0,JNST
2,Vol,117.7,JNST
3,P/E,7.4,JNST
4,P/CF,1.8,JNST
5,EPS (TTM),6.8,JNST
6,% ch,-2.1,JNST
7,No. of shares,226.38,JNST
8,% ch week,6.0,JNST
9,% ch 1-mth,33.1,JNST
10,% ch 12-mth,67.9,JNST
11,52 week H/L,53.0/22.3,JNST
12,52weekHigh,53.0,JNST
13,52weekLow,22.3,JNST
14,Indian Promoters,24.5%,JNST
15,Foreign collaborators,21.4%,JNST
16,Indian inst/Mut Fund,8.0%,JNST
17,FIIs,20.1%,JNST
18,ADR/GDR,8.2%,JNST
19,Free float,17.9%,JNST
20,Shareholders,47985,JNST
21,Pledged promoter(s) holding,59.5%,JNST
22,REGD OFF,"O. P. Jindal Marg, Hisar - 125 005",JNST
23,E-MAIL,investorcare@jindalstainless.com,JNST
24,TELEPHONE,(01662) 222 471 / 83,JNST
25,SECTOR,STEEL & RELATED,JNST
26,TR AGENT,"Abhipra Capital, Abhipra Complex, Dilkhush Ind Area, GTK Rd., New Delhi-33",JNST
27,AUDITOR,Lodha & Co,JNST
28,CHM, Savitri Jindal (Chair person),JNST
29,COMP SEC, Jitendra Kumar,JNST
30,YEAR OF INC, 1970,JNST
31,BSE CODE, 532508,JNST
32,FV (Rs), 2,JNST
33,DIV YIELD (%), -,JNST
