,0,1,name
0,Price,105.5,NTPC
1,Mkt Cap,1043381.0,NTPC
2,Vol,5646.4,NTPC
3,P/E,19.7,NTPC
4,P/CF,4.4,NTPC
5,EPS (TTM),5.3,NTPC
6,% ch,-0.5,NTPC
7,No. of shares,9894.56,NTPC
8,% ch week,10.5,NTPC
9,% ch 1-mth,18.0,NTPC
10,% ch 12-mth,-12.2,NTPC
11,52 week H/L,129.6/74.0,NTPC
12,52weekHigh,129.6,NTPC
13,52weekLow,74.0,NTPC
14,Indian Promoters,75.0%,NTPC
15,Foreign collaborators,0.0%,NTPC
16,Indian inst/Mut Fund,11.6%,NTPC
17,FIIs,10.7%,NTPC
18,ADR/GDR,0.0%,NTPC
19,Free float,2.8%,NTPC
20,Shareholders,743802,NTPC
21,Pledged promoter(s) holding,0.0%,NTPC
22,REGD OFF,"NTPC Bhawan, Scope Complex, 7, Institutional Area, Lodi Rd, New Delhi-03",NTPC
23,E-MAIL,akrastogi@ntpc.co.in,NTPC
24,TELEPHONE,(011) 2436 0071,NTPC
25,SECTOR,POWER,NTPC
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",NTPC
27,AUDITOR,O. P. Bagla & Co.,NTPC
28,CHM, Arun Roy Choudhury (MD),NTPC
29,COMP SEC, A. K. Rastogi,NTPC
30,YEAR OF INC, 1975,NTPC
31,BSE CODE, 532555,NTPC
32,FV (Rs), 10,NTPC
33,DIV YIELD (%), 5.8,NTPC
