,0,1,name
0,Price,17.9,HFCM
1,Mkt Cap,22863.0,HFCM
2,Vol,32.1,HFCM
3,P/E,11.2,HFCM
4,P/CF,8.8,HFCM
5,EPS (TTM),1.6,HFCM
6,% ch,0.5,HFCM
7,No. of shares,1274.40,HFCM
8,% ch week,8.6,HFCM
9,% ch 1-mth,44.7,HFCM
10,% ch 12-mth,-6.8,HFCM
11,52 week H/L,20.3/8.2,HFCM
12,52weekHigh,20.3,HFCM
13,52weekLow,8.2,HFCM
14,Indian Promoters,38.8%,HFCM
15,Foreign collaborators,0.0%,HFCM
16,Indian inst/Mut Fund,12.7%,HFCM
17,FIIs,0.8%,HFCM
18,ADR/GDR,0.0%,HFCM
19,Free float,47.6%,HFCM
20,Shareholders,250838,HFCM
21,Pledged promoter(s) holding,49.9%,HFCM
22,REGD OFF,"8, Electronics Complex, Chambaghat, Solan - 173 213",HFCM
23,E-MAIL,investor@hfcl.com,HFCM
24,TELEPHONE,(01792) 230 643,HFCM
25,SECTOR,TELECOM,HFCM
26,TR AGENT,"MCS Ltd., F-65, Okhla Industrial Area, Phase-I, New Delhi-20",HFCM
27,AUDITOR,Khandelwal Jain & Co.,HFCM
28,CHM, Mahendra Pratap Shukla,HFCM
29,COMP SEC, Manoj Baid,HFCM
30,YEAR OF INC, 1987,HFCM
31,BSE CODE, 500183,HFCM
32,FV (Rs), 10,HFCM
33,DIV YIELD (%), 0.6,HFCM
