,0,1,name
0,Price,3.6,TTDO
1,Mkt Cap,181.0,TTDO
2,Vol,11.9,TTDO
3,P/E,-4.6,TTDO
4,P/CF,-9.9,TTDO
5,EPS (TTM),-0.8,TTDO
6,% ch,4.4,TTDO
7,No. of shares,50.19,TTDO
8,% ch week,4.3,TTDO
9,% ch 1-mth,19.2,TTDO
10,% ch 12-mth,-,TTDO
11,52 week H/L,3.6/1.3,TTDO
12,52weekHigh,3.6,TTDO
13,52weekLow,1.3,TTDO
14,Indian Promoters,50.7%,TTDO
15,Foreign collaborators,0.0%,TTDO
16,Indian inst/Mut Fund,1.3%,TTDO
17,FIIs,0.0%,TTDO
18,ADR/GDR,0.0%,TTDO
19,Free float,48.1%,TTDO
20,Shareholders,18986,TTDO
21,Pledged promoter(s) holding,0.0%,TTDO
22,REGD OFF,"503,504 & 507,5th Flr., Mercantile House, 15, Kasturba Gandhi Marg, New Delhi-01",TTDO
23,E-MAIL,investors@infomedia18.in,TTDO
24,TELEPHONE,(022) 3024 5000,TTDO
25,SECTOR,MEDIA,TTDO
26,TR AGENT,"TSR Darashaw, H. Moosa Patrawala Indl. Est., E.Moses Rd., Mumbai-11",TTDO
27,AUDITOR,"Walker, Chandiok & Co.",TTDO
28,CHM, Manoj Mohanka,TTDO
29,COMP SEC, Tasneem Udaipurwala,TTDO
30,YEAR OF INC, 1955,TTDO
31,BSE CODE, 509069,TTDO
32,FV (Rs), 10,TTDO
33,DIV YIELD (%), -,TTDO
