,0,1,name
0,Price,125.6,TLNP
1,Mkt Cap,8689.0,TLNP
2,Vol,13.9,TLNP
3,P/E,6.1,TLNP
4,P/CF,2.7,TLNP
5,EPS (TTM),20.5,TLNP
6,% ch,1.0,TLNP
7,No. of shares,69.21,TLNP
8,% ch week,5.5,TLNP
9,% ch 1-mth,10.9,TLNP
10,% ch 12-mth,-33.3,TLNP
11,52 week H/L,215.4/85.0,TLNP
12,52weekHigh,215.4,TLNP
13,52weekLow,85.0,TLNP
14,Indian Promoters,35.3%,TLNP
15,Foreign collaborators,0.0%,TLNP
16,Indian inst/Mut Fund,31.6%,TLNP
17,FIIs,7.6%,TLNP
18,ADR/GDR,0.0%,TLNP
19,Free float,25.5%,TLNP
20,Shareholders,27286,TLNP
21,Pledged promoter(s) holding,0.0%,TLNP
22,REGD OFF,"67, Mount Road, Guindy, Chennai - 600 032",TLNP
23,E-MAIL,sivakumar.vs@tnpl.co.in,TLNP
24,TELEPHONE,(044) 2235 4417,TLNP
25,SECTOR,PAPER,TLNP
26,TR AGENT,"Cameo Corporate,V Flr.,Subramanian Bldg,1 Club House Rd., Chennai-02",TLNP
27,AUDITOR,P. B. Vijayaraghavan & Co.,TLNP
28,CHM, N S Palaniappan (IAS & MD),TLNP
29,COMP SEC, A. Velliangiri,TLNP
30,YEAR OF INC, 1979,TLNP
31,BSE CODE, 531426,TLNP
32,FV (Rs), 10,TLNP
33,DIV YIELD (%), 6.0,TLNP
