,0,1,name
0,Price,2797.5,TORR
1,Mkt Cap,473505.0,TORR
2,Vol,15.8,TORR
3,P/E,41.9,TORR
4,P/CF,44.9,TORR
5,EPS (TTM),66.8,TORR
6,% ch,-0.9,TORR
7,No. of shares,169.26,TORR
8,% ch week,0.0,TORR
9,% ch 1-mth,20.4,TORR
10,% ch 12-mth,66.8,TORR
11,52 week H/L,"3,040.0/1,554.7",TORR
12,52weekHigh,"3,040.0",TORR
13,52weekLow,"1,554.7",TORR
14,Indian Promoters,71.5%,TORR
15,Foreign collaborators,0.0%,TORR
16,Indian inst/Mut Fund,7.0%,TORR
17,FIIs,12.6%,TORR
18,ADR/GDR,0.0%,TORR
19,Free float,8.8%,TORR
20,Shareholders,26511,TORR
21,Pledged promoter(s) holding,0.0%,TORR
22,REGD OFF,"Torrent House, Off Ashram Road, Ahmedabad - 380 009",TORR
23,E-MAIL,maheshagrawal@torrentpharma.com,TORR
24,TELEPHONE,(079) 2658 5090,TORR
25,SECTOR,PHARMACEUTICALS,TORR
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",TORR
27,AUDITOR,Deloitte Haskins & Sells,TORR
28,CHM, Sudhir Mehta,TORR
29,COMP SEC, Mahesh Agarwal,TORR
30,YEAR OF INC, 1973,TORR
31,BSE CODE, 500420,TORR
32,FV (Rs), 5,TORR
33,DIV YIELD (%), 0.6,TORR
