,0,1,name
0,Price,527.2,BTVL
1,Mkt Cap,2876170.0,BTVL
2,Vol,593.8,BTVL
3,P/E,-9.2,BTVL
4,P/CF,111.3,BTVL
5,EPS (TTM),-57.4,BTVL
6,% ch,1.4,BTVL
7,No. of shares,5455.56,BTVL
8,% ch week,1.1,BTVL
9,% ch 1-mth,-5.8,BTVL
10,% ch 12-mth,46.2,BTVL
11,52 week H/L,611.7/325.6,BTVL
12,52weekHigh,611.7,BTVL
13,52weekLow,325.6,BTVL
14,Indian Promoters,43.7%,BTVL
15,Foreign collaborators,21.7%,BTVL
16,Indian inst/Mut Fund,7.2%,BTVL
17,FIIs,17.7%,BTVL
18,ADR/GDR,0.0%,BTVL
19,Free float,9.7%,BTVL
20,Shareholders,260508,BTVL
21,Pledged promoter(s) holding,0.0%,BTVL
22,REGD OFF,"Bharti Crescent, 1, Nelson Mandela Road, Vasant Kunj, New Delhi - 110 070",BTVL
23,E-MAIL,compliance.officer@bharti.in,BTVL
24,TELEPHONE,(011) 4666 6100,BTVL
25,SECTOR,TELECOM,BTVL
26,TR AGENT,"Karvy Computershare, 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",BTVL
27,AUDITOR,S. R. Batliboi & Assoc.,BTVL
28,CHM, Sunil B. Mittal (MD),BTVL
29,COMP SEC, Mukesh Bhavnani,BTVL
30,YEAR OF INC, 1995,BTVL
31,BSE CODE, 532454,BTVL
32,FV (Rs), 5,BTVL
33,DIV YIELD (%), 2.1,BTVL
