,0,1,name
0,Price,56.7,FED
1,Mkt Cap,112487.0,FED
2,Vol,3421.7,FED
3,P/E,7.2,FED
4,P/CF,3.3,FED
5,EPS (TTM),7.9,FED
6,% ch,1.4,FED
7,No. of shares,1983.91,FED
8,% ch week,7.3,FED
9,% ch 1-mth,-1.4,FED
10,% ch 12-mth,-31.7,FED
11,52 week H/L,98.6/35.7,FED
12,52weekHigh,98.6,FED
13,52weekLow,35.7,FED
14,Indian Promoters,0.0%,FED
15,Foreign collaborators,0.0%,FED
16,Indian inst/Mut Fund,25.5%,FED
17,FIIs,38.8%,FED
18,ADR/GDR,2.2%,FED
19,Free float,33.0%,FED
20,Shareholders,82469,FED
21,Pledged promoter(s) holding,0.0%,FED
22,REGD OFF,"Federal Towers, P. O. Box No. 103, Aluva - 683 101",FED
23,E-MAIL,secretarial@federalbank.co.in,FED
24,TELEPHONE,(0484) 262 3620,FED
25,SECTOR,BANKING,FED
26,TR AGENT,"Integrated Enterprises, II Flr., Kences Tower, North Usman Rd., Chennai-17",FED
27,AUDITOR,Deloitte Haskins & Sells,FED
28,CHM, Abraham Koshy,FED
29,COMP SEC, G. K. Ganapathy,FED
30,YEAR OF INC, 1931,FED
31,BSE CODE, 500469,FED
32,FV (Rs), 2,FED
33,DIV YIELD (%), 1.8,FED
