,0,1,name
0,Price,64.5,ASHT
1,Mkt Cap,1254.0,ASHT
2,Vol,13.8,ASHT
3,P/E,-4.2,ASHT
4,P/CF,-6.5,ASHT
5,EPS (TTM),-15.3,ASHT
6,% ch,0.9,ASHT
7,No. of shares,19.45,ASHT
8,% ch week,10.1,ASHT
9,% ch 1-mth,13.9,ASHT
10,% ch 12-mth,-34.6,ASHT
11,52 week H/L,125.0/44.8,ASHT
12,52weekHigh,125.0,ASHT
13,52weekLow,44.8,ASHT
14,Indian Promoters,9.7%,ASHT
15,Foreign collaborators,65.3%,ASHT
16,Indian inst/Mut Fund,2.7%,ASHT
17,FIIs,0.1%,ASHT
18,ADR/GDR,0.0%,ASHT
19,Free float,22.3%,ASHT
20,Shareholders,17784,ASHT
21,Pledged promoter(s) holding,95.7%,ASHT
22,REGD OFF,"Bhikaiji Cama Place, M. G. Marg, New Delhi- 110 066",ASHT
23,E-MAIL,investorrelations@asianhotelsnorth.com,ASHT
24,TELEPHONE,(011) 6677 1225,ASHT
25,SECTOR,HOTELS,ASHT
26,TR AGENT,"Karvy Computershare, Plot 17-24, Vithalrao Nagar, Madhapur, Hyderabad-81",ASHT
27,AUDITOR,Mohinder Puri & Co.,ASHT
28,CHM, Shiv K. Jatia (MD),ASHT
29,COMP SEC, Dinesh K. Jain,ASHT
30,YEAR OF INC, 1980,ASHT
31,BSE CODE, 500023,ASHT
32,FV (Rs), 10,ASHT
33,DIV YIELD (%), -,ASHT
