,0,1,name
0,Price,362.6,ZFSG
1,Mkt Cap,3288.0,ZFSG
2,Vol,2.3,ZFSG
3,P/E,-1153.8,ZFSG
4,P/CF,4.4,ZFSG
5,EPS (TTM),-0.3,ZFSG
6,% ch,-1.6,ZFSG
7,No. of shares,9.07,ZFSG
8,% ch week,14.2,ZFSG
9,% ch 1-mth,24.7,ZFSG
10,% ch 12-mth,-16.8,ZFSG
11,52 week H/L,466.0/199.0,ZFSG
12,52weekHigh,466.0,ZFSG
13,52weekLow,199.0,ZFSG
14,Indian Promoters,47.9%,ZFSG
15,Foreign collaborators,25.8%,ZFSG
16,Indian inst/Mut Fund,0.1%,ZFSG
17,FIIs,0.1%,ZFSG
18,ADR/GDR,0.0%,ZFSG
19,Free float,26.2%,ZFSG
20,Shareholders,7851,ZFSG
21,Pledged promoter(s) holding,0.0%,ZFSG
22,REGD OFF,"Gat Nos. 1242 & 1244, Village Vadu Budruk, Shirur, Pune - 412 216",ZFSG
23,E-MAIL,satish.mehta@zfindia.com,ZFSG
24,TELEPHONE,(02137) 252 223,ZFSG
25,SECTOR,"AUTO ANCILLARIES,FORGINGS",ZFSG
26,TR AGENT,"Link Intime India, 202, A Wing, 2nd Flr., Akshay Complex, Pune-01",ZFSG
27,AUDITOR,MGM & Co.,ZFSG
28,CHM, Dinesh Munot (MD),ZFSG
29,COMP SEC, Satish Mehta,ZFSG
30,YEAR OF INC, 1980,ZFSG
31,BSE CODE, 505163,ZFSG
32,FV (Rs), 10,ZFSG
33,DIV YIELD (%), -,ZFSG
