,0,1,name
0,Price,290.1,KHRB
1,Mkt Cap,68287.0,KHRB
2,Vol,22.0,KHRB
3,P/E,12.2,KHRB
4,P/CF,12.0,KHRB
5,EPS (TTM),23.7,KHRB
6,% ch,-1.3,KHRB
7,No. of shares,235.39,KHRB
8,% ch week,-0.5,KHRB
9,% ch 1-mth,14.8,KHRB
10,% ch 12-mth,32.8,KHRB
11,52 week H/L,339.6/91.3,KHRB
12,52weekHigh,339.6,KHRB
13,52weekLow,91.3,KHRB
14,Indian Promoters,58.7%,KHRB
15,Foreign collaborators,0.0%,KHRB
16,Indian inst/Mut Fund,0.0%,KHRB
17,FIIs,5.3%,KHRB
18,ADR/GDR,0.0%,KHRB
19,Free float,36.0%,KHRB
20,Shareholders,19338,KHRB
21,Pledged promoter(s) holding,0.0%,KHRB
22,REGD OFF,"5190, Lahori Gate, Delhi - 110006",KHRB
23,E-MAIL,investor@krblindia.com,KHRB
24,TELEPHONE,(011) 2396 8328,KHRB
25,SECTOR,"BEVERAGES, FOOD & TOBACCO",KHRB
26,TR AGENT,"Alankit Assignments, Alankit House, 2E/21, Jhandewalan Extn., Delhi-55",KHRB
27,AUDITOR,Vinod Kumar Bindal & Co.,KHRB
28,CHM, Anil Kumar Mittal (MD),KHRB
29,COMP SEC, Raman Sapra,KHRB
30,YEAR OF INC, 1993,KHRB
31,BSE CODE, 530813,KHRB
32,FV (Rs), 1,KHRB
33,DIV YIELD (%), 0.9,KHRB
