,0,1,name
0,Price,206.5,IBHF
1,Mkt Cap,88081.0,IBHF
2,Vol,113.9,IBHF
3,P/E,2.5,IBHF
4,P/CF,2.3,IBHF
5,EPS (TTM),81.3,IBHF
6,% ch,2.1,IBHF
7,No. of shares,426.54,IBHF
8,% ch week,1.6,IBHF
9,% ch 1-mth,-4.4,IBHF
10,% ch 12-mth,-57.7,IBHF
11,52 week H/L,507.0/81.3,IBHF
12,52weekHigh,507.0,IBHF
13,52weekLow,81.3,IBHF
14,Indian Promoters,0.0%,IBHF
15,Foreign collaborators,0.0%,IBHF
16,Indian inst/Mut Fund,0.0%,IBHF
17,FIIs,0.0%,IBHF
18,ADR/GDR,0.0%,IBHF
19,Free float,0.0%,IBHF
20,Shareholders,,IBHF
21,Pledged promoter(s) holding,0.0%,IBHF
22,REGD OFF,"Senapati Bapat Marg, Elphinstone Road",IBHF
23,E-MAIL,homeloans@indiabulls.com,IBHF
24,TELEPHONE,022-61891000,IBHF
25,SECTOR,ALUMINIUM,IBHF
26,TR AGENT,,IBHF
27,CHM, Sameer Gehlaut,IBHF
28,YEAR OF INC,,IBHF
29,BSE CODE, 535789,IBHF
30,FV (Rs), 2,IBHF
31,DIV YIELD (%), 29.5,IBHF
