,0,1,name
0,Price,1101.7,SOEX
1,Mkt Cap,99688.0,SOEX
2,Vol,9.0,SOEX
3,P/E,35.8,SOEX
4,P/CF,29.7,SOEX
5,EPS (TTM),30.8,SOEX
6,% ch,1.2,SOEX
7,No. of shares,90.49,SOEX
8,% ch week,8.0,SOEX
9,% ch 1-mth,8.1,SOEX
10,% ch 12-mth,2.2,SOEX
11,52 week H/L,"1,350.0/772.1",SOEX
12,52weekHigh,"1,350.0",SOEX
13,52weekLow,772.1,SOEX
14,Indian Promoters,71.7%,SOEX
15,Foreign collaborators,0.0%,SOEX
16,Indian inst/Mut Fund,19.1%,SOEX
17,FIIs,1.1%,SOEX
18,ADR/GDR,0.0%,SOEX
19,Free float,8.1%,SOEX
20,Shareholders,5036,SOEX
21,Pledged promoter(s) holding,0.0%,SOEX
22,REGD OFF,"11, Zade Layout, Bharat Nagar, Nagpur - 440 033",SOEX
23,E-MAIL,investor.relations@solargroup.com,SOEX
24,TELEPHONE,(0712) 256 1000,SOEX
25,SECTOR,CHEMICALS & PESTICIDES,SOEX
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",SOEX
27,AUDITOR,Gandhi Rathi & Co.,SOEX
28,CHM, Satyanarayan Nuwal,SOEX
29,COMP SEC, Khushboo Pasari,SOEX
30,YEAR OF INC, 1995,SOEX
31,BSE CODE, 532725,SOEX
32,FV (Rs), 5,SOEX
33,DIV YIELD (%), 0.1,SOEX
