,0,1,name
0,Price,188.9,GFCL
1,Mkt Cap,18723.0,GFCL
2,Vol,6.6,GFCL
3,P/E,39.5,GFCL
4,P/CF,11.1,GFCL
5,EPS (TTM),4.8,GFCL
6,% ch,2.9,GFCL
7,No. of shares,99.14,GFCL
8,% ch week,8.7,GFCL
9,% ch 1-mth,16.8,GFCL
10,% ch 12-mth,-36.0,GFCL
11,52 week H/L,349.8/111.0,GFCL
12,52weekHigh,349.8,GFCL
13,52weekLow,111.0,GFCL
14,Indian Promoters,0.0%,GFCL
15,Foreign collaborators,60.0%,GFCL
16,Indian inst/Mut Fund,7.3%,GFCL
17,FIIs,11.8%,GFCL
18,ADR/GDR,0.0%,GFCL
19,Free float,21.0%,GFCL
20,Shareholders,56112,GFCL
21,Pledged promoter(s) holding,0.0%,GFCL
22,REGD OFF,"P O Box No 1, Kukatpally, Sanathnagar (IE) P O, Hyderabad - 500 072",GFCL
23,E-MAIL,secretarial@gulfoilcorp.com,GFCL
24,TELEPHONE,(040) 2381 0671/79,GFCL
25,SECTOR,ENERGY SOURCES,GFCL
26,TR AGENT,"Karvy Computershare, 17-24, Vithal Rao Nagar, Madhapur, Hyderabad-81",GFCL
27,AUDITOR,Deloitte Haskins & Sells,GFCL
28,CHM, S. G. Hinduja,GFCL
29,COMP SEC, A. Satyanarayana (CFO),GFCL
30,YEAR OF INC, 1993,GFCL
31,BSE CODE, 506480,GFCL
32,FV (Rs), 2,GFCL
33,DIV YIELD (%), 1.7,GFCL
