,0,1,name
0,Price,1.9,WIRE
1,Mkt Cap,1136.0,WIRE
2,Vol,2.9,WIRE
3,P/E,-0.5,WIRE
4,P/CF,1.1,WIRE
5,EPS (TTM),-4.0,WIRE
6,% ch,-0.5,WIRE
7,No. of shares,614.21,WIRE
8,% ch week,6.3,WIRE
9,% ch 1-mth,0.0,WIRE
10,% ch 12-mth,-3.1,WIRE
11,52 week H/L,2.8/0.5,WIRE
12,52weekHigh,2.8,WIRE
13,52weekLow,0.5,WIRE
14,Indian Promoters,42.8%,WIRE
15,Foreign collaborators,30.0%,WIRE
16,Indian inst/Mut Fund,2.3%,WIRE
17,FIIs,7.9%,WIRE
18,ADR/GDR,0.0%,WIRE
19,Free float,17.0%,WIRE
20,Shareholders,124259,WIRE
21,Pledged promoter(s) holding,44.6%,WIRE
22,REGD OFF,"135, Continental Building, Dr. Annie Besant Road, Worli, Mumbai - 400 018",WIRE
23,E-MAIL,csandlegal@siticable.com,WIRE
24,TELEPHONE,(022) 2483 1234,WIRE
25,SECTOR,MEDIA,WIRE
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, 2nd Flr, Andheri (E), Mumbai-72",WIRE
27,AUDITOR,"Walker, Chandiok & Co.",WIRE
28,CHM, Subhash Chandra,WIRE
29,COMP SEC, Suresh Kumar,WIRE
30,YEAR OF INC, 2006,WIRE
31,BSE CODE, 532795,WIRE
32,FV (Rs), 1,WIRE
33,DIV YIELD (%), -,WIRE
