,0,1,name
0,Price,124.0,NOCIL
1,Mkt Cap,20512.0,NOCIL
2,Vol,48.6,NOCIL
3,P/E,15.7,NOCIL
4,P/CF,9.8,NOCIL
5,EPS (TTM),7.9,NOCIL
6,% ch,2.5,NOCIL
7,No. of shares,165.42,NOCIL
8,% ch week,2.1,NOCIL
9,% ch 1-mth,14.0,NOCIL
10,% ch 12-mth,43.6,NOCIL
11,52 week H/L,127.5/44.7,NOCIL
12,52weekHigh,127.5,NOCIL
13,52weekLow,44.7,NOCIL
14,Indian Promoters,36.7%,NOCIL
15,Foreign collaborators,0.0%,NOCIL
16,Indian inst/Mut Fund,4.4%,NOCIL
17,FIIs,0.4%,NOCIL
18,ADR/GDR,0.0%,NOCIL
19,Free float,58.5%,NOCIL
20,Shareholders,126484,NOCIL
21,Pledged promoter(s) holding,4.9%,NOCIL
22,REGD OFF,"Mafatlal House, H.T. Parekh Marg, Backbay Reclamation, Churchgate, Mumbai-20",NOCIL
23,E-MAIL,investorcare@nocilindia.com,NOCIL
24,TELEPHONE,(022) 6636 4062,NOCIL
25,SECTOR,PETROCHEMICALS,NOCIL
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, Sakinaka, Andheri (E), Mumbai-72",NOCIL
27,AUDITOR,Deloitte Haskins & Sells,NOCIL
28,CHM, Hrishikesh A. Mafatlal,NOCIL
29,COMP SEC, V. K. Gupte,NOCIL
30,YEAR OF INC, 1961,NOCIL
31,BSE CODE, 500730,NOCIL
32,FV (Rs), 10,NOCIL
33,DIV YIELD (%), 2.0,NOCIL
