,0,1,name
0,Price,89.3,SHPRC
1,Mkt Cap,3167.0,SHPRC
2,Vol,21.7,SHPRC
3,P/E,5.6,SHPRC
4,P/CF,4.0,SHPRC
5,EPS (TTM),16.0,SHPRC
6,% ch,-4.1,SHPRC
7,No. of shares,35.48,SHPRC
8,% ch week,1.7,SHPRC
9,% ch 1-mth,14.9,SHPRC
10,% ch 12-mth,-20.7,SHPRC
11,52 week H/L,155.5/53.0,SHPRC
12,52weekHigh,155.5,SHPRC
13,52weekLow,53.0,SHPRC
14,Indian Promoters,62.9%,SHPRC
15,Foreign collaborators,0.0%,SHPRC
16,Indian inst/Mut Fund,0.0%,SHPRC
17,FIIs,0.0%,SHPRC
18,ADR/GDR,0.0%,SHPRC
19,Free float,37.2%,SHPRC
20,Shareholders,36418,SHPRC
21,Pledged promoter(s) holding,7.9%,SHPRC
22,REGD OFF,"Citi Mall, 2nd Floor, Link Road, Andheri (W), Mumbai - 400 053",SHPRC
23,E-MAIL,investors@ajmera.com,SHPRC
24,TELEPHONE,(022) 6698 4000,SHPRC
25,SECTOR,CONSTRUCTION,SHPRC
26,TR AGENT,"Sharex Dynamic, Luthra Indl., Safed Pool, Sakinaka, Andheri (E), Mumbai-72",SHPRC
27,AUDITOR,V. Parekh & Assoc.,SHPRC
28,CHM, Rajnikant S. Ajmera (MD),SHPRC
29,COMP SEC, Harshini D. Ajmera,SHPRC
30,YEAR OF INC, 1985,SHPRC
31,BSE CODE, 513349,SHPRC
32,FV (Rs), 10,SHPRC
33,DIV YIELD (%), 3.7,SHPRC
