,0,1,name
0,Price,91.0,PRMI
1,Mkt Cap,8600.0,PRMI
2,Vol,192.3,PRMI
3,P/E,-3.4,PRMI
4,P/CF,10.6,PRMI
5,EPS (TTM),-26.7,PRMI
6,% ch,1.1,PRMI
7,No. of shares,94.50,PRMI
8,% ch week,6.1,PRMI
9,% ch 1-mth,-21.2,PRMI
10,% ch 12-mth,133.9,PRMI
11,52 week H/L,132.2/34.0,PRMI
12,52weekHigh,132.2,PRMI
13,52weekLow,34.0,PRMI
14,Indian Promoters,38.6%,PRMI
15,Foreign collaborators,0.0%,PRMI
16,Indian inst/Mut Fund,2.1%,PRMI
17,FIIs,0.0%,PRMI
18,ADR/GDR,0.0%,PRMI
19,Free float,59.3%,PRMI
20,Shareholders,24996,PRMI
21,Pledged promoter(s) holding,0.0%,PRMI
22,REGD OFF,"CPM Towers, 109, Race Course, Coimbatore - 641 018",PRMI
23,E-MAIL,thamizhanban@pricol.co.in,PRMI
24,TELEPHONE,(0422) 433 6000,PRMI
25,SECTOR,"AUTO ANCILLARIES,FORGINGS",PRMI
26,TR AGENT,"Integrated Enterprises, II Flr., Kences Towers, North Usman Rd., Chennai-17",PRMI
27,AUDITOR,Haribhakti & Co.,PRMI
28,CHM, Vijay Mohan (MD),PRMI
29,COMP SEC, T. G. Thamizhanban,PRMI
30,YEAR OF INC, 1972,PRMI
31,BSE CODE, 526109,PRMI
32,FV (Rs), 1,PRMI
33,DIV YIELD (%), 1.1,PRMI
