,0,1,name
0,Price,49.1,OXAU
1,Mkt Cap,1050.0,OXAU
2,Vol,8.4,OXAU
3,P/E,2.4,OXAU
4,P/CF,5.2,OXAU
5,EPS (TTM),20.7,OXAU
6,% ch,3.7,OXAU
7,No. of shares,21.39,OXAU
8,% ch week,15.4,OXAU
9,% ch 1-mth,51.1,OXAU
10,% ch 12-mth,29.4,OXAU
11,52 week H/L,66.7/18.7,OXAU
12,52weekHigh,66.7,OXAU
13,52weekLow,18.7,OXAU
14,Indian Promoters,56.2%,OXAU
15,Foreign collaborators,0.0%,OXAU
16,Indian inst/Mut Fund,0.0%,OXAU
17,FIIs,0.0%,OXAU
18,ADR/GDR,0.0%,OXAU
19,Free float,43.7%,OXAU
20,Shareholders,11354,OXAU
21,Pledged promoter(s) holding,0.0%,OXAU
22,REGD OFF,"69 km Stone, Delhi Jaipur Highway, Dharuhera, Rewari Haryana-122 106",OXAU
23,E-MAIL,investors@omaxauto.com,OXAU
24,TELEPHONE,(0124) 434 3000,OXAU
25,SECTOR,"AUTO ANCILLARIES,FORGINGS",OXAU
26,TR AGENT,"Link Intime India, 2nd Flr., Naraina Indl. Area, Phase I, New Delhi-28",OXAU
27,AUDITOR,A. Kumar Gupta & Co.,OXAU
28,CHM, Suresh Mathur,OXAU
29,COMP SEC, Sanjeev Kumar,OXAU
30,YEAR OF INC, 1985,OXAU
31,BSE CODE, 520021,OXAU
32,FV (Rs), 10,OXAU
33,DIV YIELD (%), -,OXAU
