,0,1,name
0,Price,15.0,DWHF
1,Mkt Cap,4367.0,DWHF
2,Vol,163.5,DWHF
3,P/E,-0.4,DWHF
4,P/CF,0.2,DWHF
5,EPS (TTM),-35.5,DWHF
6,% ch,-0.2,DWHF
7,No. of shares,291.71,DWHF
8,% ch week,6.8,DWHF
9,% ch 1-mth,3.6,DWHF
10,% ch 12-mth,-67.2,DWHF
11,52 week H/L,53.0/8.4,DWHF
12,52weekHigh,53.0,DWHF
13,52weekLow,8.4,DWHF
14,Indian Promoters,35.0%,DWHF
15,Foreign collaborators,0.0%,DWHF
16,Indian inst/Mut Fund,2.4%,DWHF
17,FIIs,25.9%,DWHF
18,ADR/GDR,0.0%,DWHF
19,Free float,36.8%,DWHF
20,Shareholders,43135,DWHF
21,Pledged promoter(s) holding,0.0%,DWHF
22,REGD OFF,"Warden House, 2nd Floor, Sir P. M. Road, Fort, Mumbai - 400 001",DWHF
23,E-MAIL,secretarial@dhfl.com,DWHF
24,TELEPHONE,(022) 2202 9900,DWHF
25,SECTOR,INVESTMENT & FINANCE,DWHF
26,TR AGENT,"Link Intime India, C13, Pannalal Silk Mills Compd., LBS Marg, Mumbai-78",DWHF
27,AUDITOR,T. R. Chadha & Co.,DWHF
28,CHM, Kapil Wadhawan (MD),DWHF
29,COMP SEC, Niti Arya,DWHF
30,YEAR OF INC, 1984,DWHF
31,BSE CODE, 511072,DWHF
32,FV (Rs), 10,DWHF
33,DIV YIELD (%), 39.5,DWHF
