,0,1,name
0,Price,374.0,MRCO
1,Mkt Cap,482381.0,MRCO
2,Vol,209.2,MRCO
3,P/E,46.2,MRCO
4,P/CF,52.6,MRCO
5,EPS (TTM),8.1,MRCO
6,% ch,-0.6,MRCO
7,No. of shares,1289.96,MRCO
8,% ch week,1.1,MRCO
9,% ch 1-mth,4.7,MRCO
10,% ch 12-mth,-0.6,MRCO
11,52 week H/L,403.7/233.8,MRCO
12,52weekHigh,403.7,MRCO
13,52weekLow,233.8,MRCO
14,Indian Promoters,59.6%,MRCO
15,Foreign collaborators,0.1%,MRCO
16,Indian inst/Mut Fund,2.6%,MRCO
17,FIIs,31.0%,MRCO
18,ADR/GDR,0.0%,MRCO
19,Free float,6.7%,MRCO
20,Shareholders,37128,MRCO
21,Pledged promoter(s) holding,0.0%,MRCO
22,REGD OFF,"7th Flr., Grande Palladium, 175 CST Rd., Santacruz (E), Mumbai - 400 098",MRCO
23,E-MAIL,investor@maricoindia.net,MRCO
24,TELEPHONE,(022) 6648 0480,MRCO
25,SECTOR,CONSUMER PRODUCTS,MRCO
26,TR AGENT,"Link Intime India, C13, Pannalal Mills Compd., LBS Marg, Mumbai-78",MRCO
27,AUDITOR,Price Waterhouse,MRCO
28,CHM, Harsh Mariwala (MD),MRCO
29,COMP SEC, Hemangi Ghag,MRCO
30,YEAR OF INC, 1988,MRCO
31,BSE CODE, 531642,MRCO
32,FV (Rs), 1,MRCO
33,DIV YIELD (%), 1.1,MRCO
