,0,1,name
0,Price,321.9,KECI
1,Mkt Cap,82760.0,KECI
2,Vol,27.9,KECI
3,P/E,15.1,KECI
4,P/CF,13.7,KECI
5,EPS (TTM),21.3,KECI
6,% ch,1.0,KECI
7,No. of shares,257.10,KECI
8,% ch week,2.4,KECI
9,% ch 1-mth,21.5,KECI
10,% ch 12-mth,28.8,KECI
11,52 week H/L,358.3/154.5,KECI
12,52weekHigh,358.3,KECI
13,52weekLow,154.5,KECI
14,Indian Promoters,50.0%,KECI
15,Foreign collaborators,0.0%,KECI
16,Indian inst/Mut Fund,30.2%,KECI
17,FIIs,4.9%,KECI
18,ADR/GDR,0.0%,KECI
19,Free float,15.0%,KECI
20,Shareholders,66522,KECI
21,Pledged promoter(s) holding,0.0%,KECI
22,REGD OFF,"RPG House, 463, Dr. Annie Besant Road, Worli, Mumbai - 400 030",KECI
23,E-MAIL,investorpoint@kecrpg.com,KECI
24,TELEPHONE,(022) 6667 0200,KECI
25,SECTOR,CAPITAL GOODS,KECI
26,TR AGENT,"Link Intime India, C-13, Pannalal Silk Mills Cmpd., LBS Marg, Mumbai-78",KECI
27,AUDITOR,Deloitte Haskins & Sells,KECI
28,CHM, H. V. Goenka,KECI
29,COMP SEC, V. Jagannadha Rao,KECI
30,YEAR OF INC, 1994,KECI
31,BSE CODE, 532714,KECI
32,FV (Rs), 2,KECI
33,DIV YIELD (%), 0.8,KECI
