,0,1,name
0,Price,64.5,SHCN
1,Mkt Cap,30044.0,SHCN
2,Vol,447.9,SHCN
3,P/E,4.6,SHCN
4,P/CF,3.5,SHCN
5,EPS (TTM),14.2,SHCN
6,% ch,3.0,SHCN
7,No. of shares,465.80,SHCN
8,% ch week,5.8,SHCN
9,% ch 1-mth,6.3,SHCN
10,% ch 12-mth,138.0,SHCN
11,52 week H/L,69.8/26.2,SHCN
12,52weekHigh,69.8,SHCN
13,52weekLow,26.2,SHCN
14,Indian Promoters,63.8%,SHCN
15,Foreign collaborators,0.0%,SHCN
16,Indian inst/Mut Fund,18.8%,SHCN
17,FIIs,1.6%,SHCN
18,ADR/GDR,0.0%,SHCN
19,Free float,15.9%,SHCN
20,Shareholders,185314,SHCN
21,Pledged promoter(s) holding,0.0%,SHCN
22,REGD OFF,"Shipping House, 245, Madame Cama Road, Mumbai - 400 021",SHCN
23,E-MAIL,dipankar.haldar@sci.co.in,SHCN
24,TELEPHONE,(022) 2277 2213,SHCN
25,SECTOR,SHIPPING,SHCN
26,TR AGENT,"Sharepro Serv., 13 AB, Samhita Warehousing, 2nd Flr, Andheri (E), Mumbai-72",SHCN
27,AUDITOR,P. S. D. & Assoc.,SHCN
28,CHM, A. K. Gupta (MD),SHCN
29,COMP SEC, Dipankar Haldar (GM - Legal Affairs),SHCN
30,YEAR OF INC, 1961,SHCN
31,BSE CODE, 523598,SHCN
32,FV (Rs), 10,SHCN
33,DIV YIELD (%), -,SHCN
